ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-BL-Team,DO-BL-Competence,DO-Q-sen2,DO-Q-sen1,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_en6kwblWN473z37,Default Response Set,Anonymous,,,66.249.88.203,0,29/02/16 22:34,29/02/16 22:42,1,379995,A2Z70GL7HTFFQR,1,1,6.462,7.046,12.249,2,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Honduras,El Salvador,Guatemala,Nicaragua,Honduras,Costa Rica,Panama,Belize,Argentina,Chile,Uruguay,Paraguay,Colombia,Ecuador,Brazil,Suriname,South Africa,Tanzania,Australia,France,italy,poland,japan,4,1,8,2,3,7,5,6,1,5,6,3,4,3,4,5,4,1,3,6,7,5,6,6,4,5,1,28,Presentation 1,Team|Competence,f1|sen02p|f2|sen06n|f3|sen03p|f4|sen05n|f5|sen08n|f6|sen01p|f7|sen04p|f8|sen07n,,sen5|sen8|sen7|sen1|sen6|sen4|sen3|sen2,team_inst|team8|team4|team7|team3|team6|team2|team1|team5,Q140|comp2|comp8|comp3|comp6|comp7|comp4|comp1|comp5,4|3|5|2|7|8|6|1,1|2|3|4|5|6|7|8,1|2|4|8|6|5|3|7,1|8|4|3|2|7|6|5,2|1|5|6|3|4|8|7,5|7|6|3|4|8|1|2,3|4|6|8|2|7|1|5,4|3|1|5|7|8|2|6,37.41920471,-122.0574036,-1
R_3K33lmrIpP3PiYt,Default Response Set,Anonymous,,,50.192.47.17,0,29/02/16 22:35,29/02/16 22:42,1,910527,A3J85WP15JFYW0,1,1,0,0,1.337,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,canada,mexico,england,france,spain,iran,iraq,vietnam,japan,china,north korea,south korea,austrailia,brazil,chile,uraguay,paraguay,panama,c,,,,,,4,2,6,8,1,3,5,3,1,3,4,2,4,3,5,4,4,1,3,4,2,4,3,5,4,4,1,27,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen02p|f3|sen05n|f4|sen01p|f5|sen03p|f6|sen08n|f7|sen06n|f8|sen04p,sen4|sen2|sen3|sen8|sen5|sen1|sen7|sen6,team_inst|team6|team7|team4|team1|team5|team8|team3|team2,Q140|comp3|comp4|comp6|comp2|comp8|comp5|comp7|comp1,7|1|8|5|2|4|6|3,1|2|3|4|5|6|7|8,6|4|5|8|7|3|2|1,7|5|6|1|4|2|8|3,5|4|7|1|6|2|8|3,3|1|6|8|2|7|5|4,6|4|3|1|7|5|8|2,7|3|5|1|4|6|8|2,33.81809998,-84.36039734,-1
R_bJKbNXAPZcCs0DP,Default Response Set,Anonymous,,,50.147.209.139,0,29/02/16 22:36,29/02/16 22:42,1,193692,A2RJTBILNKNRJA,1,1,9.035,14.079,20.573,6,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United states,canada,united kingdom,china,japan,india,germany,russian,,,,,,,,,,,,,,,,,,3,7,8,1,2,7,1,6,1,4,5,4,4,2,4,4,4,1,4,4,4,4,2,4,4,4,1,22,Presentation 1,Team|Competence,f1|sen03p|f2|sen07n|f3|sen02p|f4|sen06n|f5|sen08n|f6|sen04p|f7|sen01p|f8|sen05n,,sen1|sen8|sen7|sen3|sen6|sen4|sen5|sen2,team_inst|team2|team1|team7|team3|team5|team4|team8|team6,Q140|comp1|comp3|comp8|comp5|comp4|comp7|comp2|comp6,7|2|8|3|1|6|5|4,1|2|3|4|5|6|7|8,8|4|6|2|1|7|5|3,6|3|1|8|2|4|7|5,3|2|5|8|7|4|6|1,6|5|2|7|4|8|3|1,4|5|3|7|6|8|1|2,4|5|7|6|3|2|8|1,33.73629761,-83.99199677,-1
R_8FVmAjzJxyVRsTX,Default Response Set,Anonymous,,,184.14.152.145,0,29/02/16 22:34,29/02/16 22:42,1,598003, A1X388C6SDCDEY,1,1,0,0,62.243,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,us,africa,china,mexico,cuba,chile,kenya,iraq,iran,viet nam,korea,canada,,,,,,,,,,,,,,6,1,7,3,2,1,8,6,1,5,5,5,5,5,5,6,3,1,5,5,5,5,5,5,6,5,2,54,Presentation 1,Competence|Team,f1|sen04p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen06n|f6|sen02p|f7|sen03p|f8|sen07n,,sen5|sen3|sen2|sen1|sen8|sen7|sen6|sen4,team_inst|team6|team1|team7|team8|team4|team5|team2|team3,Q140|comp4|comp8|comp7|comp1|comp6|comp5|comp3|comp2,4|1|7|3|6|8|2|5,1|2|3|4|5|6|7|8,8|7|3|4|5|1|2|6,8|1|2|7|5|4|6|3,5|2|4|8|7|6|3|1,6|1|5|4|7|3|8|2,3|5|6|2|4|7|8|1,1|3|7|4|2|6|8|5,38.46569824,-82.22190094,-1
R_3Dm1c1fGH7ZpCst,Default Response Set,Anonymous,,,216.47.51.86,0,29/02/16 22:35,29/02/16 22:42,1,197954,A1U6A617Q95MTZ,1,1,0,0,75.178,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Italy,Senegal,Nigeria,Sudan,Egypt,Iran,Austrailia,Poland,Ireland,Brazil,Mexico,Canada,France,Spain,Chile,,,,,,,,,,,4,2,8,5,7,8,6,1,1,1,7,1,7,2,1,2,4,1,1,6,1,6,4,1,3,5,2,34,Presentation 1 inverse,Competence|Team,,f1|sen08n|f2|sen02p|f3|sen06n|f4|sen01p|f5|sen04p|f6|sen07n|f7|sen05n|f8|sen03p,sen7|sen2|sen6|sen5|sen4|sen8|sen3|sen1,team_inst|team2|team3|team7|team4|team8|team5|team1|team6,Q140|comp5|comp7|comp1|comp6|comp8|comp4|comp2|comp3,3|5|4|1|7|8|6|2,1|2|3|4|5|6|7|8,6|2|1|3|8|5|4|7,7|2|8|1|6|5|3|4,2|5|7|3|1|8|6|4,7|5|2|8|1|4|6|3,4|3|8|6|1|7|5|2,5|3|6|1|8|2|7|4,47.42709351,-114.183197,-1
R_bQ6FmEa1NVUJlqd,Default Response Set,Anonymous,,,148.74.20.127,0,29/02/16 22:36,29/02/16 22:42,1,549765,A154X03NKVZZL1,1,1,0,0,82.963,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,china,russia,south africa,mexico,canda,brazil,ethiopia,zimbabwe,new zealand,france,germany,britain,bahr,,,,,,,,,,,,5,1,6,5,7,6,8,3,1,5,7,2,1,2,5,4,1,1,6,7,5,6,5,5,4,3,1,30,Presentation 1 inverse,Team|Competence,,f1|sen08n|f2|sen03p|f3|sen06n|f4|sen01p|f5|sen02p|f6|sen07n|f7|sen05n|f8|sen04p,sen3|sen8|sen7|sen4|sen6|sen1|sen5|sen2,team_inst|team2|team7|team3|team1|team6|team5|team8|team4,Q140|comp7|comp5|comp3|comp6|comp8|comp4|comp1|comp2,2|8|7|4|6|5|3|1,1|2|3|4|5|6|7|8,4|3|7|2|1|8|6|5,8|7|3|4|6|1|2|5,6|2|5|1|4|7|3|8,1|4|7|5|3|8|6|2,3|8|6|2|7|1|5|4,2|4|3|6|7|1|8|5,41.00570679,-73.74369812,-1
R_5aKQe2cTeIiI1xz,Default Response Set,Anonymous,,,74.71.163.62,0,29/02/16 22:35,29/02/16 22:42,1,138333,ADKKDK6P4MS1Z,1,1,0,0,48.622,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,china,japan,brazil,peru,argentina,iraq,iran,saudi arabi ,mexico,,,,,,,,,,,,,,,,5,3,7,4,7,2,6,1,1,4,4,5,7,6,4,6,4,1,4,4,4,7,6,4,5,5,1,36,Presentation 1 inverse,Team|Competence,,f1|sen08n|f2|sen03p|f3|sen05n|f4|sen04p|f5|sen01p|f6|sen07n|f7|sen06n|f8|sen02p,sen1|sen7|sen5|sen4|sen3|sen8|sen2|sen6,team_inst|team2|team1|team8|team6|team5|team7|team4|team3,Q140|comp4|comp2|comp6|comp7|comp8|comp5|comp1|comp3,7|4|3|2|1|8|5|6,1|2|3|4|5|6|7|8,8|5|3|7|4|2|1|6,3|2|1|5|6|8|4|7,3|7|6|5|8|1|2|4,6|1|4|5|3|8|7|2,1|8|7|2|6|3|5|4,4|5|8|6|1|3|2|7,40.79100037,-73.92559814,-1
R_8vPfDuD1CB5LxaZ,Default Response Set,Anonymous,,,50.29.161.53,0,29/02/16 22:37,29/02/16 22:43,1,889244,AD317NO9623GZ,1,1,0,0,15.326,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United states,canada,mexico,brasil,spain,austrailia,india,chinda,japan,france,greenland,iraq,kuwait,bhutan,south africa,south kori,,,,,,,,,,3,6,5,1,2,5,8,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,6,5,5,5,2,34,Presentation 1,Competence|Team,f1|sen04p|f2|sen08n|f3|sen01p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen03p|f8|sen07n,,sen4|sen7|sen2|sen1|sen3|sen6|sen5|sen8,team_inst|team6|team7|team1|team4|team3|team8|team2|team5,Q140|comp2|comp8|comp5|comp6|comp4|comp3|comp7|comp1,7|3|2|8|4|1|6|5,1|2|3|4|5|6|7|8,2|3|4|8|1|6|7|5,1|7|2|6|8|4|5|3,5|7|3|6|4|1|2|8,3|4|2|6|8|7|1|5,6|7|2|1|3|4|5|8,1|7|5|8|3|4|2|6,41.07150269,-75.12779999,-1
R_ehpKWu7vST5T9iJ,Default Response Set,Anonymous,,,108.210.112.227,0,29/02/16 22:34,29/02/16 22:43,1,661940,A1VZSFHTU51JP0,1,1,6.855,55.342,62.523,48,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Russia,Canada,Australia,Sweden,China,Japan,Norway,Ireland,Africa,,,,,,,,,,,,,,,,6,6,1,7,5,2,5,4,1,7,2,5,1,2,7,4,4,1,7,2,5,1,2,7,4,4,1,33,Presentation 1,Team|Competence,f1|sen03p|f2|sen06n|f3|sen01p|f4|sen08n|f5|sen07n|f6|sen04p|f7|sen02p|f8|sen05n,,sen1|sen4|sen2|sen7|sen3|sen5|sen8|sen6,team_inst|team3|team5|team7|team6|team2|team8|team1|team4,Q140|comp4|comp1|comp8|comp6|comp7|comp3|comp2|comp5,1|7|2|5|3|8|6|4,1|2|3|4|5|6|7|8,2|7|8|1|3|5|4|6,8|2|6|4|7|1|3|5,6|1|2|4|7|3|5|8,5|4|2|8|3|1|6|7,5|3|4|2|6|8|1|7,7|6|3|2|8|5|4|1,36.38870239,-95.83010101,-1
R_3sg9KjpAkMBiFoN,Default Response Set,Anonymous,,,186.77.144.145,0,29/02/16 22:43,29/02/16 22:43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91670227,-85.91670227,-1
R_3gQxc1sGh7cxXyB,Default Response Set,Anonymous,,,104.230.220.118,0,29/02/16 22:36,29/02/16 22:43,1,683245,A31UXXZVI3U4E2,1,1,0,0,40.018,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,,canada,britian,scotland,wales,germany,france,iraq,south africa,nigeria,brazil,cuba,bahamas,australia,poland,ukraine,,,,,,,,,7,7,5,3,6,2,7,8,1,4,4,4,4,4,4,4,4,1,4,3,5,4,4,4,4,5,1,26,Presentation 1,Competence|Team,f1|sen04p|f2|sen05n|f3|sen03p|f4|sen06n|f5|sen07n|f6|sen02p|f7|sen01p|f8|sen08n,,sen8|sen1|sen2|sen4|sen5|sen7|sen3|sen6,team_inst|team3|team1|team5|team6|team7|team8|team4|team2,Q140|comp1|comp3|comp4|comp7|comp8|comp5|comp2|comp6,3|5|7|4|2|6|1|8,1|2|3|4|5|6|7|8,3|7|1|8|5|4|2|6,6|5|1|2|3|7|8|4,6|2|8|3|5|1|7|4,2|4|6|8|3|7|5|1,7|5|2|6|8|1|3|4,6|8|5|2|4|1|7|3,40.084198,-82.93779755,-1
R_29Me3BiA50nSnt3,Default Response Set,Anonymous,,,97.82.41.99,0,29/02/16 22:37,29/02/16 22:43,1,720369,A3AEN3XWGI56R7,1,1,17.279,17.279,18.348,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,canada,russia,england,china,japan,north korea,south korea,afghanistan,poland,netherlands,czec republic,denmark,sweden,france,italy,greece,spain,a,,,,,,,7,6,1,3,5,4,4,5,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,24,Presentation 1,Competence|Team,f1|sen03p|f2|sen05n|f3|sen04p|f4|sen06n|f5|sen08n|f6|sen02p|f7|sen01p|f8|sen07n,,sen2|sen4|sen1|sen7|sen3|sen5|sen8|sen6,team_inst|team5|team3|team6|team1|team7|team4|team8|team2,Q140|comp4|comp7|comp8|comp1|comp2|comp3|comp5|comp6,5|1|3|7|8|4|6|2,1|2|3|4|5|6|7|8,4|8|2|6|3|5|7|1,5|4|2|1|6|7|8|3,1|7|6|5|8|4|3|2,4|3|5|6|1|2|7|8,6|4|3|7|2|5|8|1,5|4|6|3|1|7|8|2,33.89970398,-87.17199707,-1
R_a3IlnsduApIORqR,Default Response Set,Anonymous,,,108.61.228.106,0,29/02/16 22:35,29/02/16 22:43,1,545745,A38DC3BG1ZCVZ2,1,1,0,0,12.004,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,france,england,canada,usa,mexico,paraguay,uruguay,equador,mali,kenya,south africa,,,,,,,,,,,,,,,6,1,4,7,5,3,2,7,1,5,2,6,6,3,5,6,5,1,5,2,3,4,4,5,5,4,2,31,Presentation 1,Competence|Team,f1|sen03p|f2|sen07n|f3|sen01p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen04p|f8|sen08n,,sen4|sen8|sen3|sen1|sen6|sen2|sen5|sen7,team_inst|team2|team6|team7|team8|team4|team3|team5|team1,Q140|comp8|comp6|comp2|comp7|comp5|comp3|comp1|comp4,2|3|7|1|4|5|6|8,1|2|3|4|5|6|7|8,8|5|3|1|7|4|2|6,8|4|2|5|6|7|1|3,4|2|7|1|5|3|6|8,8|2|5|3|1|4|7|6,3|4|1|6|2|5|7|8,2|3|8|7|1|5|6|4,42.01519775,-87.99009705,-1
R_3vYSWcZyVuDWrbL,Default Response Set,Anonymous,,,107.77.89.95,0,29/02/16 22:36,29/02/16 22:43,1,883088,A2O9DCJ35SXHXI,1,1,0,0,47.804,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Argentina,Canada,Mexico,Denmark,Germany,France,Latvia,Sweden,Portugal,Spain,Japan,ChinA,Russia,South Korea,North Korea,Iran,Iraq,Egypt,,,,,,,3,6,1,7,5,4,8,2,1,7,2,6,1,4,7,7,2,1,7,2,6,2,4,7,5,3,2,30,Presentation 1,Team|Competence,f1|sen03p|f2|sen08n|f3|sen01p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen04p|f8|sen07n,,sen2|sen1|sen7|sen6|sen4|sen5|sen3|sen8,team_inst|team8|team7|team2|team6|team3|team4|team1|team5,Q140|comp6|comp4|comp3|comp7|comp8|comp1|comp5|comp2,4|6|3|1|2|7|5|8,1|2|3|4|5|6|7|8,6|2|5|8|4|3|1|7,6|4|8|1|5|3|7|2,2|4|1|5|8|7|6|3,2|7|6|1|4|3|5|8,8|7|1|6|5|2|4|3,1|2|4|6|3|8|5|7,38,-97,-1
R_9ySy7nJjhSHu9Lv,Default Response Set,Anonymous,,,71.230.37.237,0,29/02/16 22:37,29/02/16 22:43,1,200803,A31PCN2LP7DP8I,1,1,0,0,2.157,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Italy,Spain,Egypt,England,Ireland,Germany,Denmark,Israel,Russia,Scotland ,Whales ,Canada,Mexico ,,,,,,,,,,,,1,7,7,5,4,6,6,4,1,6,3,4,5,4,5,6,4,1,6,3,5,5,4,3,4,4,2,33,Presentation 1,Competence|Team,f1|sen04p|f2|sen07n|f3|sen02p|f4|sen06n|f5|sen05n|f6|sen01p|f7|sen03p|f8|sen08n,,sen1|sen6|sen5|sen4|sen7|sen2|sen3|sen8,team_inst|team7|team1|team4|team8|team6|team5|team3|team2,Q140|comp3|comp1|comp5|comp7|comp2|comp6|comp4|comp8,3|8|4|5|1|7|2|6,1|2|3|4|5|6|7|8,2|4|8|6|5|7|3|1,1|7|5|2|3|8|6|4,1|2|8|3|4|7|5|6,6|1|5|7|8|3|4|2,3|6|5|4|2|7|1|8,7|5|2|4|6|1|3|8,40.04020691,-75.53320313,-1
R_5sB2P8Kr8ONDWux,Default Response Set,Anonymous,,,24.12.68.185,0,29/02/16 22:37,29/02/16 22:43,1,572687,A2VSH7G58LHCYP,1,1,0,0,1.424,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,France,Germany,Italy,Norway,Africa,Ireland,Iceland,Argentina,Amersterdam,,,,,,,,,,,,,,,4,7,7,1,6,3,8,2,1,5,2,1,7,6,2,5,5,1,4,3,1,7,4,2,6,5,2,27,Presentation 1 inverse,Team|Competence,,f1|sen08n|f2|sen02p|f3|sen06n|f4|sen01p|f5|sen04p|f6|sen05n|f7|sen07n|f8|sen03p,sen3|sen5|sen6|sen2|sen1|sen7|sen4|sen8,team_inst|team7|team4|team6|team1|team3|team2|team8|team5,Q140|comp6|comp8|comp5|comp3|comp1|comp2|comp7|comp4,7|1|4|6|8|2|5|3,1|2|3|4|5|6|7|8,3|4|7|1|5|2|8|6,8|5|2|3|7|6|4|1,2|1|6|8|7|4|5|3,6|4|3|7|5|2|8|1,7|2|3|6|5|8|1|4,6|4|5|2|1|3|8|7,40.31489563,-86.89080048,-1
R_1zRbQoil2L0qLyt,Default Response Set,Anonymous,,,108.6.165.166,0,29/02/16 22:36,29/02/16 22:43,1,154884,A2J3GYERCQACH0,1,1,0,0,60.401,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,China,Japan,taiwan,thailand,vietnam,laos,australia,new zealand,bruma,north korea,south korea,iran,iraq,france,germany,austria,hungary,belgium,netherlands,denmark,norway,sweden,finland,russia,brazil,3,7,6,1,5,8,4,2,1,7,3,6,3,4,7,5,4,1,7,2,7,3,5,7,6,3,2,25,Presentation 1,Competence|Team,f1|sen04p|f2|sen08n|f3|sen01p|f4|sen07n|f5|sen06n|f6|sen03p|f7|sen02p|f8|sen05n,,sen8|sen3|sen5|sen6|sen1|sen2|sen4|sen7,team_inst|team4|team8|team3|team5|team6|team7|team1|team2,Q140|comp2|comp4|comp8|comp7|comp5|comp3|comp1|comp6,7|4|1|8|3|2|6|5,1|2|3|4|5|6|7|8,5|4|7|8|3|2|6|1,6|4|7|2|3|8|5|1,1|3|5|2|4|8|6|7,8|4|3|1|7|6|5|2,5|4|3|7|8|1|2|6,5|1|8|2|3|6|4|7,40.84240723,-73.85559845,-1
R_a4qr0hSJkYNAu8d,Default Response Set,Anonymous,,,70.168.7.208,0,29/02/16 22:36,29/02/16 22:43,1,567107,A34ZULY6WMWR0D,1,1,0,0,66.711,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States of America,Canada,Mexico,Uruguay,Zanzibar,France,Germany,Italy ,Spain,Denmark,Norway,Finland,Sweden,Switzerla,,,,,,,,,,,,4,1,6,7,2,5,8,3,1,5,3,5,3,3,4,5,3,1,5,5,4,3,3,3,4,3,1,60,Presentation 1,Competence|Team,f1|sen02p|f2|sen05n|f3|sen03p|f4|sen06n|f5|sen07n|f6|sen04p|f7|sen01p|f8|sen08n,,sen3|sen6|sen7|sen1|sen4|sen5|sen2|sen8,team_inst|team6|team3|team2|team4|team7|team5|team1|team8,Q140|comp7|comp5|comp1|comp6|comp3|comp8|comp4|comp2,3|1|5|8|4|6|7|2,1|2|3|4|5|6|7|8,3|1|2|8|4|6|7|5,8|1|4|5|3|2|6|7,7|4|1|3|5|6|2|8,7|5|8|6|4|2|1|3,1|4|7|2|5|6|3|8,7|8|1|3|5|2|4|6,41.67829895,-71.27079773,-1
R_8wTbxxCJxTFmrlz,Default Response Set,Anonymous,,,99.47.88.218,0,29/02/16 22:35,29/02/16 22:43,1,205524,ADMTRXEG43HU0,1,1,0,0,100.422,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,AMERICA,CANADA,MEXICO,KENYA,ARGENTINA,CUBA,RUSSIA,JORDON,CHILE,PARAGUAY,VIETNAM,CHINA,,,,,,,,,,,,,,2,5,8,8,6,3,1,6,1,3,6,1,3,5,2,4,6,1,3,7,3,4,4,2,5,6,2,53,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen01p|f3|sen06n|f4|sen03p|f5|sen02p|f6|sen05n|f7|sen08n|f8|sen04p,sen3|sen1|sen5|sen7|sen2|sen8|sen4|sen6,team_inst|team6|team8|team2|team4|team7|team5|team1|team3,Q140|comp3|comp4|comp1|comp7|comp2|comp8|comp5|comp6,7|5|2|6|1|8|3|4,1|2|3|4|5|6|7|8,2|4|5|3|6|7|8|1,6|1|2|8|5|4|7|3,3|2|4|7|1|8|6|5,3|5|4|2|1|7|8|6,6|2|3|8|7|4|1|5,8|6|1|4|2|3|5|7,33.07350159,-96.90319824,-1
R_eWkLkW6RIDWWeEd,Default Response Set,Anonymous,,,68.45.28.57,0,29/02/16 22:36,29/02/16 22:43,1,618263,A4UIXESOEZI05,1,1,0,0,65.588,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Algeria,Bulgaria,Cambodia,Egypt,France,Hungary,Canada,USA,Iran,Iraq,Japan,Mongolia,Norway,Sweden,Russia,Suriname,Ukraine,Germany,Turkey,Vietnam,China,India,Saudi Arabia,Yemen,Oman,6,7,3,1,2,4,8,8,1,7,1,4,2,2,4,5,4,1,7,3,5,2,3,4,5,4,2,25,Presentation 1,Competence|Team,f1|sen04p|f2|sen05n|f3|sen02p|f4|sen06n|f5|sen07n|f6|sen01p|f7|sen03p|f8|sen08n,,sen1|sen4|sen6|sen2|sen3|sen7|sen8|sen5,team_inst|team4|team8|team5|team6|team7|team1|team2|team3,Q140|comp5|comp2|comp6|comp4|comp8|comp7|comp1|comp3,5|7|1|6|8|4|2|3,1|2|3|4|5|6|7|8,2|8|5|3|1|7|6|4,6|7|1|3|8|4|2|5,4|6|5|2|8|7|3|1,2|7|4|5|8|6|1|3,6|1|5|2|8|4|3|7,1|4|8|7|6|5|3|2,39.08360291,-86.43209839,-1
R_1QRAdTVNKjWgP3v,Default Response Set,Anonymous,,,75.172.232.66,0,29/02/16 22:36,29/02/16 22:43,1,826075,A1SO9R81HMMIQD,1,1,0,0,37.963,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,cuba,bolivia,argentina,peru,canada,ecudor,uraguay,paraguay,brazil,surinam,belize,mexico,japan,cambodi,,,,,,,,,,,,2,4,8,7,3,3,6,1,1,1,7,3,7,3,3,4,6,1,1,7,3,7,4,3,4,6,1,62,Presentation 1 inverse,Team|Competence,,f1|sen08n|f2|sen01p|f3|sen05n|f4|sen02p|f5|sen03p|f6|sen07n|f7|sen06n|f8|sen04p,sen3|sen2|sen7|sen8|sen4|sen5|sen1|sen6,team_inst|team3|team6|team1|team2|team5|team4|team8|team7,Q140|comp6|comp3|comp5|comp4|comp8|comp2|comp1|comp7,7|1|4|2|5|3|6|8,1|2|3|4|5|6|7|8,8|4|6|5|1|7|3|2,6|7|1|2|3|8|5|4,8|6|1|7|3|5|4|2,6|8|7|3|5|2|1|4,1|6|7|2|5|4|3|8,2|7|5|6|3|8|1|4,33.44400024,-112.1302032,-1
R_1MlE3HNdEb8SAIZ,Default Response Set,Anonymous,,,75.163.144.118,0,29/02/16 22:36,29/02/16 22:43,1,631363,A3UIDRGBV9NJWR,1,1,0,0,46.362,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Brazil,Argentina,Spain,Turkey,Iran,Irag,China,Russia,Australia,Peru,Chili,Afganistan,,,,,,,,,,,4,5,7,8,6,3,2,7,1,5,4,4,5,6,4,4,5,1,5,3,4,4,5,3,4,6,1,27,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen01p|f3|sen06n|f4|sen03p|f5|sen02p|f6|sen08n|f7|sen05n|f8|sen04p,sen7|sen4|sen2|sen5|sen3|sen8|sen6|sen1,team_inst|team3|team8|team5|team2|team6|team4|team7|team1,Q140|comp1|comp3|comp8|comp7|comp6|comp5|comp4|comp2,2|5|7|4|1|6|3|8,1|2|3|4|5|6|7|8,3|2|1|8|7|4|5|6,6|4|7|1|8|2|3|5,5|4|3|2|8|6|1|7,5|3|2|4|8|6|7|1,8|3|7|4|2|1|5|6,4|2|3|5|6|1|7|8,38.91419983,-104.7749023,-1
R_elJzQC3yyTeJctn,Default Response Set,Anonymous,,,142.129.188.63,0,29/02/16 22:37,29/02/16 22:43,1,443110,A2WC2NO555XU3J,1,1,0,0,36.87,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,UK,FRANCE,ITALY,GERMANY,SPAIN,PORTUGAL,NETHERLANDS,SWITZERLAND,SWEEDEN,NORWAY,FINLAND,RUSSIA,MEXICO,CHILE,PARAGUAY,URAGUAY,BRAZIL,CANADA,ICELAND,GREENLAND,NIGERIA,SOUTH AFRICA,EGYPT,NIGER,2,5,4,7,3,7,1,3,1,3,4,4,7,7,4,4,4,1,3,5,4,6,6,4,5,4,2,22,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen02p|f3|sen05n|f4|sen03p|f5|sen01p|f6|sen08n|f7|sen06n|f8|sen04p,sen3|sen6|sen8|sen5|sen1|sen7|sen4|sen2,team_inst|team7|team2|team5|team8|team4|team3|team1|team6,Q140|comp3|comp8|comp2|comp7|comp6|comp4|comp5|comp1,5|6|8|4|2|3|1|7,1|2|3|4|5|6|7|8,3|8|7|1|2|6|5|4,5|6|8|2|1|3|4|7,6|2|4|1|3|8|7|5,1|5|2|3|7|8|6|4,3|2|8|5|1|4|7|6,2|6|3|8|5|4|1|7,34.085495,-117.7344971,-1
