ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,mturkid,Q2,peerprime,peertime_1,peertime_2,peertime_3,peertime_4,leadprime,leadtime_1,leadtime_2,leadtime_3,leadtime_4,f1,sen01nn,f2,sen02np,f3,sen03pn,f4,sen04pp,f5,sen05np,f6,sen06pn,f7,sen07nn,f8,sen08pp,f1,sen04pp,f2,sen03pn,f3,sen02np,f4,sen01nn,f5,sen08pp,f6,sen07nn,f7,sen06pn,f8,sen05np,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,peer,lead,Q54,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sex,age,DO-BR-FL_37,DO-BR-FL_19,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-Q-sen2,DO-Q-lead,DO-Q-peer,DO-Q-sen5,DO-Q-sen1,DO-Q-sen3,DO-Q-sen7,DO-Q-sen4,DO-Q-sen6,DO-Q-sen8,LocationLatitude,LocationLongitude,LocationAccuracy
R_bBetnTN7hZWP7G5,Default Response Set,Anonymous,,,67.249.119.43,0,05/05/16 15:30,05/05/16 15:39,1,A2AHS2MN3M5CVX,1,,,,,,1,0,0,68.733,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Russia,China,India,Guatemala,Chile,Venezuela,Denmark,Italy,Spain,,,,,,,,,,,,,,,7,1,8,8,3,7,6,3,6,4,2,61,Lead prime,Presentation 1,f5|sen01nn|f2|sen02np|f3|sen03pn|f7|sen04pp|f8|sen05np|f4|sen06pn|f6|sen07nn|f1|sen08pp,,Q54|sen3|sen8|sen1|sen5|sen2|sen4|sen7|sen6,7|2|4|3|6|5|8|1,4|1|3|6|5|2|8|7,,2|8|5|6|4|7|1|3,1|2|3|4|5|6|7|8,6|5|4|7|8|1|3|2,8|6|3|7|4|2|1|5,2|6|4|1|5|3|7|8,1|8|4|6|7|5|3|2,2|8|4|7|6|5|1|3,43.02999878,-76.12419891,-1
R_cDgp3WGaQLIqZqB,Default Response Set,Anonymous,,,97.103.135.179,0,05/05/16 15:31,05/05/16 15:39,1,A1DNJ3C38BJ0MJ,1,1,0,0,64.559,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Italy,Germany,Canada,Egypt,France,England,Ireland,Norway,Denmark,Crotia,Switzerland,Berlin,Russia,China,Japan,Indonesia,Papa New Guinea,Morocco,Mexico,Spain,Portgual,Kenya,Sicily,Isreal,Syria,3,,1,5,7,8,3,1,5,4,2,2,58,Peer prime,Presentation 1 inverse,,f3|sen04pp|f6|sen03pn|f7|sen02np|f2|sen01nn|f8|sen08pp|f5|sen07nn|f4|sen06pn|f1|sen05np,Q54|sen7|sen3|sen6|sen8|sen2|sen5|sen1|sen4,1|7|5|2|4|8|6|3,,7|3|6|5|8|2|1|4,2|7|1|5|4|8|6|3,1|2|3|4|5|6|7|8,8|7|6|2|4|1|5|3,2|6|5|3|7|8|4|1,8|4|5|7|3|6|2|1,7|2|6|5|1|8|4|3,4|2|3|1|5|8|6|7,28.14900208,-80.65280151,-1
R_6hwgOt6TDELxAMt,Default Response Set,Anonymous,,,73.43.113.104,0,05/05/16 15:25,05/05/16 15:39,1,A3VTBPEINKBXKG,1,,,,,,1,517.446,521.593,523.188,8,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA ,Mexico,France,England,Bolivia,Canada,Brazil,Russia,China,Japan,North Korea ,South Korea,,,,,,,,,,,,,,,4,1,7,1,3,4,3,8,2,6,1,24,Lead prime,Presentation 1,f7|sen01nn|f8|sen02np|f6|sen03pn|f4|sen04pp|f3|sen05np|f5|sen06pn|f1|sen07nn|f2|sen08pp,,Q54|sen1|sen4|sen3|sen5|sen2|sen7|sen8|sen6,6|3|1|5|7|2|8|4,3|7|8|1|2|6|4|5,,1|6|7|5|4|3|8|2,1|2|3|4|5|6|7|8,3|5|1|6|8|7|4|2,2|3|5|7|1|6|4|8,1|8|5|2|6|3|4|7,6|1|3|8|5|2|4|7,5|2|8|7|4|1|6|3,33.60929871,-84.06140137,-1
R_a5naqGcsxdNdLa5,Default Response Set,Anonymous,,,74.78.80.6,0,05/05/16 15:32,05/05/16 15:39,1,A1UIV4HPLE5JOY,1,1,0,0,68.84,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Germany,Austria,Switzerland,Poland,Hungary,United Kingdom,Ireland,Scotland,Wales,Ukraine,United States,Canada,,,,,,,,,,,,,,6,,1,2,4,1,3,5,7,6,8,1,34,Peer prime,Presentation 1 inverse,,f3|sen04pp|f6|sen03pn|f4|sen02np|f2|sen01nn|f8|sen08pp|f1|sen07nn|f7|sen06pn|f5|sen05np,Q54|sen6|sen5|sen8|sen2|sen1|sen4|sen3|sen7,6|8|4|1|7|2|3|5,,6|7|1|2|8|5|4|3,6|4|7|8|1|3|2|5,1|2|3|4|5|6|7|8,1|2|5|8|6|7|3|4,5|2|3|6|7|8|4|1,3|4|7|5|2|8|1|6,5|6|8|1|7|2|3|4,8|3|5|2|6|7|4|1,44.33810425,-71.83049774,-1
R_8IXZ5BkIf6lq181,Default Response Set,Anonymous,,,73.16.72.203,0,05/05/16 15:33,05/05/16 15:40,1,AGDJB8B8CDZ71,1,,,,,,1,0,0,36.579,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,US,canada,mexico,brazil,france,greenland,iceland,england,australia,china,russia,north korea,south korea,japan ,singapore ,botswana,chile ,germany,spain,cuba,,,,,,,8,1,6,5,8,2,5,5,4,7,1,32,Lead prime,Presentation 1 inverse,,f1|sen04pp|f8|sen03pn|f5|sen02np|f6|sen01nn|f7|sen08pp|f3|sen07nn|f2|sen06pn|f4|sen05np,Q54|sen8|sen6|sen5|sen2|sen1|sen7|sen3|sen4,7|5|4|1|6|3|2|8,4|5|7|6|3|8|2|1,,1|8|7|6|5|2|4|3,1|2|3|4|5|6|7|8,7|8|2|3|5|4|1|6,5|2|8|4|1|7|3|6,2|7|1|5|4|8|3|6,7|8|3|5|6|2|4|1,5|4|8|6|2|3|7|1,41.41720581,-73.5970993,-1
R_0jKmlp9glMhJzgx,Default Response Set,Anonymous,,,24.220.52.225,0,05/05/16 15:33,05/05/16 15:41,1,AA4T7L2N9LNKI,1,1,0,0,45.651,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Argentina,Costa Rica,Chile,Turkey,Iran,Iraq,Egypt,China,Japan,Austrailia,New Zealand,India,Indonesia,South Africa,Gambia,Ghana,Iceland,Grae,,,,,6,,1,4,7,8,6,2,1,5,3,2,38,Peer prime,Presentation 1,f4|sen01nn|f7|sen02np|f8|sen03pn|f6|sen04pp|f2|sen05np|f1|sen06pn|f5|sen07nn|f3|sen08pp,,Q54|sen7|sen2|sen8|sen4|sen6|sen5|sen3|sen1,3|5|1|8|7|6|2|4,,2|6|1|8|7|4|5|3,1|7|2|5|4|6|8|3,1|2|3|4|5|6|7|8,3|1|6|2|5|7|4|8,1|3|8|5|6|7|4|2,1|4|7|2|3|5|6|8,3|7|5|4|8|2|6|1,7|3|1|5|2|6|4|8,43.7183075,-98.02619934,-1
R_7R1hxsKMLRv90I5,Default Response Set,Anonymous,,,98.247.41.208,0,05/05/16 15:34,05/05/16 15:41,1,A12WI1MRO70881,1,1,0,0,38.33,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,US,Canada,Mexico,France,Spain,Germany,Italy,Austraila,China,J,,,,,,,,,,,,,,,,2,,1,4,1,6,5,1,8,7,2,2,47,Peer prime,Presentation 1,f7|sen01nn|f1|sen02np|f8|sen03pn|f3|sen04pp|f4|sen05np|f2|sen06pn|f6|sen07nn|f5|sen08pp,,Q54|sen2|sen4|sen5|sen6|sen3|sen1|sen8|sen7,7|1|2|6|8|4|3|5,,6|2|8|5|1|7|4|3,1|7|4|3|8|6|2|5,1|2|3|4|5|6|7|8,4|2|6|5|7|3|1|8,5|2|7|1|8|3|4|6,3|6|2|8|4|7|5|1,1|4|3|7|2|6|5|8,3|4|2|5|1|6|7|8,47.89849854,-122.2588959,-1
R_bDgz5D04ZN36h0h,Default Response Set,Anonymous,,,166.137.143.116,0,05/05/16 15:33,05/05/16 15:41,1,A19VI2RYOCVZUP,1,,,,,,1,0,0,68.405,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States ,Germany,Austria,Switzerland ,Hungry,Saudi Arabia ,Japan,Korea,Canada ,,,,,,,,,,,,,,,,,,5,1,1,6,8,7,2,3,7,4,1,51,Lead prime,Presentation 1,f1|sen01nn|f6|sen02np|f8|sen03pn|f5|sen04pp|f2|sen05np|f3|sen06pn|f7|sen07nn|f4|sen08pp,,Q54|sen5|sen8|sen2|sen3|sen7|sen1|sen6|sen4,5|6|4|7|8|1|3|2,2|5|3|4|1|6|7|8,,3|4|5|2|7|1|8|6,1|2|3|4|5|6|7|8,4|7|8|2|3|1|6|5,7|3|1|5|4|6|8|2,2|5|3|1|6|4|8|7,5|7|2|3|8|6|1|4,8|6|2|3|7|1|5|4,32.78309631,-96.80670166,-1
R_86qjdUMR3L0mCWx,Default Response Set,Anonymous,,,69.66.162.73,0,05/05/16 15:33,05/05/16 15:41,1,A1IFIK8J49WBER,1,,,,,,1,0,0,65.73,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,UNITED STATES,EUROPE,RUSSIA,CHINA,JAMAICA,IRELAND,SWITZERLAND,GERMANY,POLAND,,,,,,,,,,,,,,,,,,7,1,5,4,1,7,2,8,6,2,2,53,Lead prime,Presentation 1 inverse,,f7|sen04pp|f5|sen03pn|f4|sen02np|f8|sen01nn|f1|sen08pp|f2|sen07nn|f6|sen06pn|f3|sen05np,Q54|sen3|sen2|sen5|sen8|sen4|sen1|sen7|sen6,5|2|3|1|7|6|8|4,3|2|6|7|8|5|1|4,,1|2|6|5|3|4|7|8,1|2|3|4|5|6|7|8,1|2|7|6|3|4|5|8,3|6|7|4|8|5|1|2,2|6|8|7|1|5|4|3,8|5|3|1|7|2|6|4,7|1|6|2|8|3|5|4,42.31230164,-95.03500366,-1
R_5tI151eHBGGRoLX,Default Response Set,Anonymous,,,97.120.1.208,0,05/05/16 15:35,05/05/16 15:41,1,A1LX01YCTICO4V,1,1,0,0,37.738,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,us,uk,canada,mexico,cuba,france,germany,russia,spain,italy,japan,,,,,,,,,,,,,,,7,,1,6,4,8,3,2,3,2,5,1,62,Peer prime,Presentation 1 inverse,,f3|sen04pp|f8|sen03pn|f6|sen02np|f7|sen01nn|f1|sen08pp|f2|sen07nn|f5|sen06pn|f4|sen05np,Q54|sen1|sen6|sen3|sen5|sen2|sen4|sen8|sen7,1|8|3|4|2|6|7|5,,1|2|4|7|8|5|6|3,2|5|1|7|4|3|8|6,1|2|3|4|5|6|7|8,4|6|8|2|3|5|1|7,7|5|6|8|4|1|3|2,2|8|1|4|7|5|6|3,7|4|1|5|2|8|6|3,1|6|3|2|5|8|7|4,45.57739258,-122.6208038,-1
R_8dFs2I6fZT1abjf,Default Response Set,Anonymous,,,68.202.32.14,0,05/05/16 15:37,05/05/16 15:45,1,A1FHYDR6ADFLLO,1,1,0,0,58.873,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Africa,Somalia,Jamaica,Trinidad,Tobago,,,,,,,,,,,,,,,,,,,,,5,,1,4,7,6,1,3,8,2,6,2,28,Peer prime,Presentation 1,f4|sen01nn|f8|sen02np|f1|sen03pn|f5|sen04pp|f3|sen05np|f7|sen06pn|f2|sen07nn|f6|sen08pp,,Q54|sen7|sen8|sen3|sen2|sen5|sen4|sen1|sen6,3|5|6|4|1|8|7|2,,6|4|5|8|7|3|2|1,2|8|5|1|3|4|7|6,1|2|3|4|5|6|7|8,2|1|3|7|8|4|5|6,2|3|8|6|5|7|4|1,6|4|5|2|3|1|8|7,2|5|4|1|7|3|8|6,6|5|3|8|1|7|2|4,29.06970215,-81.27110291,-1
R_78Misxc2WQ6T1Z3,Default Response Set,Anonymous,,,68.100.47.122,0,05/05/16 15:39,05/05/16 15:45,1,ATDTDYACIYC97,1,1,0,0,34.423,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Spain,USA,England,Ireland,Scotland,France,Switzerland,Germany,Russia,China,Chile,Peru,Canada,Mexico,Ecuador,,,,,,,,,,,2,,1,8,2,6,3,7,8,6,7,1,52,Peer prime,Presentation 1 inverse,,f3|sen04pp|f8|sen03pn|f2|sen02np|f1|sen01nn|f4|sen08pp|f7|sen07nn|f6|sen06pn|f5|sen05np,Q54|sen2|sen7|sen5|sen1|sen4|sen6|sen8|sen3,5|2|1|7|3|8|4|6,,8|2|3|1|4|5|7|6,2|6|3|5|1|7|8|4,1|2|3|4|5|6|7|8,2|4|8|6|3|1|7|5,7|8|6|3|2|1|5|4,4|8|2|6|3|7|5|1,1|7|4|3|2|6|8|5,7|8|2|6|3|5|1|4,38.75700378,-77.1486969,-1
R_2rWZzN5IOiYMGq1,Default Response Set,Anonymous,,,184.170.76.202,0,05/05/16 15:39,05/05/16 15:45,1,A1Z2PN56VHHKNM,1,1,0,0,31.221,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Usa,Canada,Ireland ,Italy ,,,,,,,,,,,,,,,,,,,,,,2,,1,7,1,4,5,7,5,3,2,2,32,Peer prime,Presentation 1,f7|sen01nn|f6|sen02np|f3|sen03pn|f4|sen04pp|f1|sen05np|f8|sen06pn|f5|sen07nn|f2|sen08pp,,Q54|sen7|sen1|sen3|sen4|sen5|sen8|sen2|sen6,1|7|3|8|5|6|4|2,,8|2|7|3|5|6|1|4,6|1|5|7|3|4|8|2,1|2|3|4|5|6|7|8,3|7|4|5|2|1|8|6,4|5|7|1|6|2|8|3,4|8|5|1|2|3|6|7,6|7|3|4|2|8|1|5,3|2|4|5|1|6|7|8,37.08659363,-80.54389954,-1
R_3EFBFRww0xlIZ2R,Default Response Set,Anonymous,,,172.72.136.125,0,05/05/16 15:39,05/05/16 15:45,1,A1T83SZBP2DN65,1,,,,,,1,0,0,36.647,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,canada,ethiopia,mexico,iceland,germany,england,scotland,ireland,greenland,italy,norway,sweden,holland,,,,,,,,,,,,,1,1,3,6,5,1,3,8,3,6,2,35,Lead prime,Presentation 1 inverse,,f1|sen04pp|f5|sen03pn|f6|sen02np|f4|sen01nn|f3|sen08pp|f2|sen07nn|f8|sen06pn|f7|sen05np,Q54|sen1|sen5|sen3|sen8|sen4|sen2|sen7|sen6,5|6|2|7|8|3|1|4,6|7|8|5|1|4|3|2,,6|5|1|8|7|2|4|3,1|2|3|4|5|6|7|8,7|1|2|5|6|4|8|3,6|4|2|3|7|5|8|1,3|8|5|2|1|4|7|6,3|2|4|7|8|5|6|1,1|7|6|5|3|2|8|4,35.05079651,-80.81860352,-1
R_6KlftBcQXly2AE5,Default Response Set,Anonymous,,,67.238.248.174,0,05/05/16 15:38,05/05/16 15:45,1,A3MCZ0MJJCELIJ,1,,,,,,1,0,0,81.527,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,austriala,canda ,MEXICO,,,,,,,,,,,,,,,,,,,,,,,7,1,6,3,4,8,8,5,2,1,2,27,Lead prime,Presentation 1,f3|sen01nn|f1|sen02np|f8|sen03pn|f6|sen04pp|f7|sen05np|f2|sen06pn|f4|sen07nn|f5|sen08pp,,Q54|sen4|sen7|sen8|sen1|sen6|sen5|sen3|sen2,8|1|7|4|3|6|5|2,6|4|2|3|1|5|7|8,,2|4|7|5|3|6|1|8,1|2|3|4|5|6|7|8,5|7|2|6|3|1|4|8,1|8|2|3|6|7|5|4,7|6|8|5|1|2|4|3,2|7|1|6|3|4|5|8,8|1|7|2|3|6|5|4,35.6506958,-78.45639801,-1
R_0DPjIEmOo5Maxg1,Default Response Set,Anonymous,,,50.83.1.194,0,05/05/16 15:39,05/05/16 15:46,1,ARX0NRRI91RW4,1,1,0,0,31.302,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,uruguay,usa,canada,peru,china,england,scotland,ireland,switzerland,norway,denmark,sweden,austria,aftrica,mexico,paraguay,brazil,aus,,,,,,,,3,,1,6,4,4,8,3,3,7,8,2,43,Peer prime,Presentation 1 inverse,,f2|sen04pp|f4|sen03pn|f8|sen02np|f5|sen01nn|f3|sen08pp|f1|sen07nn|f7|sen06pn|f6|sen05np,Q54|sen6|sen2|sen4|sen7|sen1|sen8|sen3|sen5,8|3|4|1|6|5|7|2,,7|2|3|5|6|1|8|4,5|7|2|4|8|6|1|3,1|2|3|4|5|6|7|8,7|6|1|5|8|3|4|2,7|1|8|3|5|6|2|4,8|5|6|3|2|4|7|1,6|8|5|3|1|4|7|2,7|3|8|6|5|2|4|1,44.32620239,-96.81099701,-1
R_9uDhB31uy71RXLv,Default Response Set,Anonymous,,,70.118.246.32,0,05/05/16 15:38,05/05/16 15:46,1,A2UF2FRGVW4T89,1,,,,,,1,0,0,98.904,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,canada,mexico,brazil,Great Britain,France,germany,russia,austria,nigeria,south africa,egyp,,,,,,,,,,,,,,,3,1,5,3,7,4,8,1,6,1,1,43,Lead prime,Presentation 1,f5|sen01nn|f3|sen02np|f4|sen03pn|f1|sen04pp|f6|sen05np|f7|sen06pn|f8|sen07nn|f2|sen08pp,,Q54|sen2|sen8|sen7|sen6|sen1|sen5|sen4|sen3,6|3|2|4|5|8|1|7,1|7|3|6|5|8|2|4,,4|7|2|6|3|1|8|5,1|2|3|4|5|6|7|8,4|3|7|1|6|5|2|8,4|5|3|8|7|2|1|6,8|5|3|6|1|2|7|4,7|6|2|5|4|8|1|3,8|4|6|2|1|5|3|7,39.03370667,-94.54100037,-1
R_9X3oCFKH0DoamdD,Default Response Set,Anonymous,,,76.186.186.132,0,05/05/16 15:35,05/05/16 15:46,1,A2ADHMNRK6NJS5,1,,,,,,1,0,0,191.66,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,England,Scotland,Ireland,France,USA,Germany,Mexico,Arg,,,,,,,,,,,,,,,,,,8,1,2,5,7,6,4,1,1,8,2,54,Lead prime,Presentation 1 inverse,,f6|sen04pp|f7|sen03pn|f5|sen02np|f3|sen01nn|f8|sen08pp|f2|sen07nn|f1|sen06pn|f4|sen05np,Q54|sen3|sen5|sen4|sen2|sen8|sen6|sen1|sen7,8|3|7|5|2|6|4|1,7|1|5|4|3|6|2|8,,8|1|7|2|5|4|3|6,1|2|3|4|5|6|7|8,4|7|1|2|6|5|8|3,2|3|8|6|1|7|5|4,2|8|4|3|5|6|7|1,2|3|7|6|8|5|1|4,2|1|4|7|5|8|3|6,32.91529846,-96.67700195,-1
R_8iRzAuhLOMqnAgt,Default Response Set,Anonymous,,,68.143.110.197,0,05/05/16 15:39,05/05/16 15:47,1,AR6KODL3T3ADR,1,1,0,0,105.078,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,India,Pakistan,China,UK,Netherlands,Germany,Austria,Hungary,America,Nepal,Bhutan,Afghanistan,,,,,,,,,,,,,,8,,1,4,6,5,4,8,1,2,8,2,36,Peer prime,Presentation 1 inverse,,f6|sen04pp|f5|sen03pn|f8|sen02np|f1|sen01nn|f3|sen08pp|f2|sen07nn|f7|sen06pn|f4|sen05np,Q54|sen2|sen3|sen8|sen6|sen4|sen1|sen5|sen7,3|6|4|8|7|2|1|5,,5|1|7|6|3|8|2|4,5|6|2|7|3|1|4|8,1|2|3|4|5|6|7|8,6|4|7|3|5|1|2|8,5|7|8|1|2|6|3|4,6|1|4|2|8|3|5|7,5|1|6|8|3|7|2|4,2|5|3|1|4|6|8|7,35.96659851,-79.04100037,-1
R_djxxRqi3d78FmsZ,Default Response Set,Anonymous,,,208.95.137.180,0,05/05/16 15:41,05/05/16 15:47,1,A3C9PTN49QTVFN,1,,,,,,1,20.403,20.403,32.096,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Canada,US,Mexico,England,Germany,China,japan,Australia,italy,Africa,Switzerland,Neatherlands,,,,,,,,,,,,,,,6,1,3,8,7,6,4,1,5,5,2,33,Lead prime,Presentation 1,f7|sen01nn|f2|sen02np|f4|sen03pn|f6|sen04pp|f8|sen05np|f1|sen06pn|f5|sen07nn|f3|sen08pp,,Q54|sen1|sen7|sen8|sen6|sen5|sen4|sen2|sen3,8|2|3|4|7|5|1|6,8|2|5|7|3|6|4|1,,1|5|2|7|3|8|4|6,1|2|3|4|5|6|7|8,4|1|6|2|7|3|8|5,7|5|8|4|3|1|2|6,2|4|7|8|1|5|3|6,6|3|8|1|2|5|4|7,6|7|4|8|3|1|2|5,41.21400452,-86.42620087,-1
R_bxyrInToefEkM4Z,Default Response Set,Anonymous,,,68.55.61.82,0,05/05/16 15:39,05/05/16 15:47,1,A3KHBRDIP0E72S,1,,,,,,1,0,0,81.515,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,CHina,japan,united states,canada,chile,mexico,london,paris ,france,irag,iran,afganistan,lebenon,,,,,,,,,,,,,,6,1,5,7,3,6,8,3,1,4,1,28,Lead prime,Presentation 1,f2|sen01nn|f5|sen02np|f1|sen03pn|f6|sen04pp|f8|sen05np|f3|sen06pn|f7|sen07nn|f4|sen08pp,,Q54|sen7|sen5|sen4|sen3|sen2|sen6|sen8|sen1,1|6|2|8|7|5|3|4,3|5|7|8|1|6|2|4,,5|2|8|7|1|6|4|3,1|2|3|4|5|6|7|8,5|8|2|7|4|6|3|1,7|6|3|5|2|1|4|8,5|4|8|6|2|1|3|7,8|3|5|7|6|1|2|4,4|8|7|5|3|6|1|2,42.68060303,-83.13379669,-1
R_5v9FVNhrMbh2mkB,Default Response Set,Anonymous,,,73.204.107.192,0,05/05/16 15:41,05/05/16 15:49,1,A1N35VV9QURKHX,1,,,,,,1,0,0,51.96,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Russia,Spain,Cubs,USA,France,Italy,Brazil,Ecuador,Jamaica,,,,,,,,,,,,,,,,,,8,1,3,4,5,1,5,2,6,8,2,41,Lead prime,Presentation 1 inverse,,f1|sen04pp|f5|sen03pn|f4|sen02np|f6|sen01nn|f8|sen08pp|f3|sen07nn|f2|sen06pn|f7|sen05np,Q54|sen6|sen5|sen8|sen2|sen3|sen1|sen7|sen4,3|6|4|8|5|1|2|7,3|5|6|7|4|8|2|1,,6|2|4|3|7|1|5|8,1|2|3|4|5|6|7|8,6|1|8|3|4|2|5|7,4|1|2|3|5|6|7|8,5|7|8|4|1|6|2|3,1|4|3|5|8|7|6|2,4|3|7|6|8|5|1|2,25.56759644,-80.3423996,-1
R_6yXY04wNAP62MSN,Default Response Set,Anonymous,,,24.177.1.15,0,05/05/16 15:41,05/05/16 15:49,1,AAN06KVDS2XRY,1,1,0,0,36.69,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Australia,Greece,Paris,Rome,Africa,USA,Canada,Iran,Iraq,Sweden,Switzerland,England,France,Belgium,,,,,,,,,,,,1,,1,4,3,8,8,7,2,6,6,2,57,Peer prime,Presentation 1 inverse,,f3|sen04pp|f2|sen03pn|f4|sen02np|f8|sen01nn|f6|sen08pp|f5|sen07nn|f1|sen06pn|f7|sen05np,Q54|sen4|sen2|sen8|sen7|sen3|sen6|sen1|sen5,7|4|1|8|2|5|3|6,,1|7|6|2|8|4|5|3,5|3|1|4|7|6|8|2,1|2|3|4|5|6|7|8,8|6|4|3|7|2|5|1,2|8|7|1|6|4|3|5,3|7|4|1|8|6|5|2,1|4|6|2|7|3|8|5,2|5|4|1|7|8|6|3,41.78469849,-71.96289825,-1
R_0pogO0je9eujUbz,Default Response Set,Anonymous,,,207.244.77.169,0,05/05/16 15:41,05/05/16 15:50,1,A35XHML3ZG2HFA,1,,,,,,1,22.487,92.668,98.428,3,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,romania,usa,canada,mexico,venecuela,brasil,ecuador,,,,,,,,,,,,,,,,,,,,5,1,4,6,3,1,7,8,2,5,1,26,Lead prime,Presentation 1,f7|sen01nn|f6|sen02np|f3|sen03pn|f8|sen04pp|f1|sen05np|f4|sen06pn|f2|sen07nn|f5|sen08pp,,Q54|sen2|sen5|sen1|sen3|sen7|sen8|sen4|sen6,3|4|7|1|6|2|8|5,1|6|5|3|4|2|7|8,,1|2|8|7|5|3|4|6,1|2|3|4|5|6|7|8,8|2|7|6|3|5|1|4,1|2|6|8|5|3|7|4,7|1|8|6|2|5|3|4,6|8|2|7|4|5|3|1,3|6|4|5|7|1|8|2,38.79319763,-77.53659821,-1
R_77MNlA4etjoBUyx,Default Response Set,Anonymous,,,216.59.125.42,0,05/05/16 15:45,05/05/16 15:50,1,A2JRONMDBUJT3K,1,,,,,,1,30.919,30.919,31.402,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,South Korea,China,Japan,Cambodia,Thailand,UK,Iclenad,Germany,Ghana,South Africa,Guinea,Madagascar,Indones,,,,,,,,,,,,,4,1,5,3,6,1,4,7,1,2,2,22,Lead prime,Presentation 1,f6|sen01nn|f5|sen02np|f2|sen03pn|f7|sen04pp|f4|sen05np|f1|sen06pn|f8|sen07nn|f3|sen08pp,,Q54|sen2|sen8|sen5|sen3|sen7|sen6|sen1|sen4,5|1|6|8|3|2|4|7,2|4|5|6|3|7|1|8,,3|6|1|4|2|5|8|7,1|2|3|4|5|6|7|8,6|4|7|2|8|1|5|3,7|2|4|3|8|1|5|6,1|7|6|8|2|4|5|3,3|2|1|8|6|4|7|5,5|4|1|2|8|6|3|7,38.92129517,-77.03859711,-1
R_eyTbnLcufzqWFYp,Default Response Set,Anonymous,,,98.214.97.224,0,05/05/16 15:43,05/05/16 15:51,1,A9YJYYOWOVCR1,1,1,0,0,70.717,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Jamaca,England,canada,France,Turkey,,,,,,,,,,,,,,,,,,,,8,,1,2,6,5,1,3,3,4,2,1,44,Peer prime,Presentation 1,f2|sen01nn|f6|sen02np|f5|sen03pn|f4|sen04pp|f1|sen05np|f3|sen06pn|f7|sen07nn|f8|sen08pp,,Q54|sen3|sen2|sen7|sen1|sen8|sen4|sen5|sen6,1|6|4|8|5|3|7|2,,6|2|1|7|8|4|3|5,4|8|5|6|3|1|2|7,1|2|3|4|5|6|7|8,8|3|2|4|6|1|7|5,7|5|8|4|6|2|3|1,6|1|2|7|5|4|8|3,3|7|4|2|1|8|5|6,1|8|6|5|2|4|7|3,40.75779724,-89.60980225,-1
