ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,mturkid,Q2,peerprime,peertime_1,peertime_2,peertime_3,peertime_4,leadprime,leadtime_1,leadtime_2,leadtime_3,leadtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,lead,Q54,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sex,age,DO-BR-FL_37,DO-BR-FL_19,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-Q-sen2,DO-Q-sen1,DO-Q-lead,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_cvbuZMaKuPI02Hj,Default Response Set,Anonymous,,,173.28.162.124,0,29/03/16 15:23,29/03/16 15:30,1,A2C39KTRMOM1XZ,1,1,0,0,81.858,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,europe,asia,africa,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,5,6,1,4,3,2,50,Peer prime,Presentation 1 inverse,,f1|sen06n|f2|sen03p|f3|sen07n|f4|sen01p|f5|sen04p|f6|sen05n|f7|sen08n|f8|sen02p,Q54|sen6|sen2|sen5|sen7|sen1|sen8|sen3|sen4,3|5|2|6|7|1|8|4,1|2|3|4|5|6|7|8,,8|6|2|4|1|5|3|7,2|6|1|7|5|8|3|4,5|3|8|6|7|4|2|1,6|1|3|5|7|2|8|4,2|5|4|7|8|6|1|3,2|3|6|8|4|7|1|5,40.91340637,-89.5326004,-1
R_3fm8UJWvHGG82B7,Default Response Set,Anonymous,,,23.117.3.135,0,29/03/16 15:20,29/03/16 15:30,1,A39OBMGPC1917V,1,,,,,,1,0,0,280.488,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Spain,England,Brazil,Irishland,,,,,,,,,,,,,,,,,,,8,1,4,8,2,5,3,6,3,4,1,33,Lead prime,Presentation 1 inverse,,f1|sen07n|f2|sen03p|f3|sen05n|f4|sen01p|f5|sen04p|f6|sen06n|f7|sen08n|f8|sen02p,Q54|sen6|sen3|sen5|sen2|sen1|sen4|sen8|sen7,1|5|2|4|6|7|8|3,1|2|3|4|5|6|7|8,7|8|3|6|4|2|5|1,6|3|2|4|7|5|1|8,1|8|4|6|3|5|2|7,1|2|5|3|7|4|8|6,5|8|1|6|7|4|3|2,6|8|7|2|1|5|3|4,1|4|5|6|3|2|8|7,33.62069702,-83.97370148,-1
R_eYc6mAPCr9twJCd,Default Response Set,Anonymous,,,73.177.47.123,0,29/03/16 15:25,29/03/16 15:30,1,A9YQQIZRWVPIT,1,,,,,,1,0,0,50.427,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,England,Ireland,Russia,Sweden,China,Japan,Thailand,Australia,Italy,,,,,,,,,,,,,,,5,1,4,5,2,1,7,8,3,6,2,31,Lead prime,Presentation 1 inverse,,f1|sen06n|f2|sen04p|f3|sen07n|f4|sen03p|f5|sen02p|f6|sen08n|f7|sen05n|f8|sen01p,Q54|sen2|sen4|sen7|sen1|sen5|sen8|sen3|sen6,1|4|2|7|5|3|6|8,1|2|3|4|5|6|7|8,8|4|3|6|7|2|1|5,7|4|3|5|6|2|8|1,8|4|5|3|7|1|2|6,5|6|2|1|7|8|4|3,2|5|1|8|6|4|3|7,3|7|4|2|1|8|5|6,5|4|2|7|1|6|8|3,35.17869568,-89.75650024,-1
R_0f7fN0knfmUMP8F,Default Response Set,Anonymous,,,65.222.229.78,0,29/03/16 15:25,29/03/16 15:31,1,A3RQ2FUK7WQSAM,1,,,,,,1,0,0,31.516,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,CANADA,ZIMBOBWAY,MEXICO,,,,,,,,,,,,,,,,,,,,,,1,1,7,6,1,3,8,5,2,4,1,29,Lead prime,Presentation 1,f1|sen04p|f2|sen07n|f3|sen03p|f4|sen08n|f5|sen06n|f6|sen02p|f7|sen01p|f8|sen05n,,Q54|sen6|sen1|sen7|sen3|sen8|sen2|sen4|sen5,7|8|1|4|6|2|5|3,1|2|3|4|5|6|7|8,6|5|2|3|7|1|8|4,8|7|4|1|5|3|6|2,3|6|8|4|1|7|5|2,1|7|4|8|3|6|5|2,5|4|1|6|2|7|3|8,6|3|1|4|7|5|2|8,2|3|1|4|5|7|6|8,37.05050659,-76.35230255,-1
R_6fDxR1qBT5FBoNv,Default Response Set,Anonymous,,,208.108.81.45,0,29/03/16 15:24,29/03/16 15:31,1,A1NGXQMOBCXDC3,1,,,,,,1,153.878,164.038,164.933,24,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,France,Europe,North America,South America,Asia,Canada,Iraq,Antartica,Greece,Yugoslavia,Bulgaria,Hungary,Slovakia,Africa,,,,,,,,,,,,2,1,3,4,5,2,6,4,6,8,2,37,Lead prime,Presentation 1 inverse,,f1|sen08n|f2|sen04p|f3|sen07n|f4|sen01p|f5|sen02p|f6|sen05n|f7|sen06n|f8|sen03p,Q54|sen7|sen6|sen3|sen8|sen2|sen5|sen4|sen1,5|4|1|6|2|8|7|3,1|2|3|4|5|6|7|8,8|4|6|1|2|3|5|7,7|8|1|6|2|4|5|3,4|6|8|5|2|3|1|7,3|7|4|2|1|5|6|8,3|4|8|5|6|7|1|2,4|3|6|2|1|7|5|8,4|3|1|5|6|2|8|7,41.44850159,-82.01860046,-1
R_4ZXn1qTkTvI83Rz,Default Response Set,Anonymous,,,4.34.201.138,0,29/03/16 15:24,29/03/16 15:31,1,A3F52M330VFQEN,1,,,,,,1,0,0,109.077,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Mexico,Canada,France,Spain,Iraq,Iran,England,Brazil,Chile,,,,,,,,,,,,,,,,7,1,6,1,7,8,4,8,6,5,1,26,Lead prime,Presentation 1,f1|sen02p|f2|sen07n|f3|sen04p|f4|sen05n|f5|sen06n|f6|sen01p|f7|sen03p|f8|sen08n,,Q54|sen2|sen5|sen7|sen8|sen3|sen6|sen1|sen4,3|2|5|8|1|6|4|7,1|2|3|4|5|6|7|8,5|6|7|8|3|1|4|2,5|7|4|8|1|2|6|3,1|4|3|2|6|7|8|5,4|7|5|8|1|3|2|6,5|2|6|8|1|7|3|4,6|7|2|1|4|8|5|3,4|3|8|6|2|5|7|1,30.10940552,-95.25189972,-1
R_b2cFcuGnumeF5ad,Default Response Set,Anonymous,,,107.147.242.45,0,29/03/16 15:20,29/03/16 15:31,1,A1AYWUSULABAXL,1,,,,,,1,0,0,127.818,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Uganda,Australia,Denmark,Sweden,Italy,France,United States,Mexico,Argentina,Africa,Israel,Iran,Iraq,Pakistan,Russia,China,Japan,,,,,,,,,2,1,5,2,6,4,1,7,8,3,2,67,Lead prime,Presentation 1 inverse,,f1|sen05n|f2|sen02p|f3|sen08n|f4|sen04p|f5|sen01p|f6|sen07n|f7|sen06n|f8|sen03p,Q54|sen5|sen8|sen1|sen4|sen2|sen6|sen3|sen7,2|5|7|6|1|4|3|8,1|2|3|4|5|6|7|8,6|7|3|8|1|5|2|4,6|7|2|1|8|4|5|3,2|3|6|7|1|4|5|8,2|1|5|3|8|4|6|7,5|8|7|1|3|6|4|2,5|2|1|6|7|3|4|8,5|1|2|4|7|8|3|6,42.36839294,-83.37200165,-1
R_9N7JbkqQydNBqC1,Default Response Set,Anonymous,,,67.52.198.50,0,29/03/16 15:25,29/03/16 15:31,1,A14XM04GNE5AAK,1,1,0,0,69.632,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,canada,mexico,russia,china,japan,india,pakistan,germany,england,france,italy,portugal,belgium,denmark,sweden,turkey,israel,south africa,egypt,niger,sierra leone,,,,,1,5,3,4,6,7,8,8,2,1,31,Peer prime,Presentation 1,f1|sen02p|f2|sen08n|f3|sen03p|f4|sen05n|f5|sen07n|f6|sen04p|f7|sen01p|f8|sen06n,,Q54|sen1|sen4|sen3|sen6|sen8|sen5|sen2|sen7,8|1|6|2|5|3|7|4,1|2|3|4|5|6|7|8,,8|3|7|2|4|5|6|1,7|1|6|3|5|8|2|4,7|2|4|5|6|8|1|3,5|8|6|4|3|1|2|7,7|4|6|8|2|1|5|3,4|8|5|1|7|6|3|2,43.03019714,-88.21530151,-1
R_9SSp0ByCNjCXT4F,Default Response Set,Anonymous,,,207.172.183.90,0,29/03/16 15:22,29/03/16 15:31,1,A3K4MDM191NKF6,1,1,0,0,127.026,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,England,America,Europe ,France,Germany,Japan,China,Russia,India,North Korea,South Korea,Cambodia,Nigeria,South Africa ,Brazil,,,,,,,,,,,,1,6,3,8,2,6,3,7,7,2,31,Peer prime,Presentation 1 inverse,,f1|sen07n|f2|sen03p|f3|sen05n|f4|sen04p|f5|sen01p|f6|sen06n|f7|sen08n|f8|sen02p,Q54|sen1|sen2|sen7|sen3|sen8|sen5|sen6|sen4,2|3|1|4|8|6|5|7,1|2|3|4|5|6|7|8,,3|2|8|4|5|7|1|6,2|6|8|3|5|4|1|7,3|6|8|4|1|2|7|5,3|8|5|6|4|1|7|2,8|4|1|5|3|6|7|2,6|3|5|4|7|2|8|1,40.60620117,-75.47799683,-1
R_ahmyyNXPEqhEjNH,Default Response Set,Anonymous,,,67.244.35.37,0,29/03/16 15:26,29/03/16 15:31,1,A3BI0AX5T5GVO3,1,,,,,,1,0,0,86.88,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,mexico,canada,france,australia,china,japan,italy,,,,,,,,,,,,,,,,,,5,1,5,1,3,7,3,5,5,5,2,23,Lead prime,Presentation 1,f1|sen01p|f2|sen06n|f3|sen03p|f4|sen05n|f5|sen08n|f6|sen02p|f7|sen04p|f8|sen07n,,Q54|sen1|sen2|sen8|sen4|sen7|sen6|sen5|sen3,5|6|4|3|7|2|1|8,1|2|3|4|5|6|7|8,4|3|8|7|5|1|6|2,3|8|1|7|4|6|5|2,7|1|2|4|3|6|8|5,4|2|1|6|8|7|5|3,1|6|5|8|3|7|2|4,7|2|1|5|6|4|3|8,4|3|1|6|5|7|8|2,43.65890503,-70.2614975,-1
R_4HLp2dVLX2cTl8p,Default Response Set,Anonymous,,,69.254.229.184,0,29/03/16 15:24,29/03/16 15:31,1,A231YJ92LOFV6T,1,1,0,0,55.348,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Mexico,Canada,France,Spain,Italy,Iceland,Wales,Scotland,England,Portugal,Columbia,Cuba,Argentina,Peru,Sudan,Somalia,Russia,Slovenia,Australia,,,,,,,1,4,8,5,5,1,7,3,6,2,65,Peer prime,Presentation 1 inverse,,f1|sen05n|f2|sen03p|f3|sen07n|f4|sen01p|f5|sen04p|f6|sen08n|f7|sen06n|f8|sen02p,Q54|sen7|sen2|sen6|sen5|sen4|sen8|sen1|sen3,6|1|3|7|5|2|4|8,1|2|3|4|5|6|7|8,,1|7|4|2|6|3|5|8,5|4|8|1|6|2|3|7,6|1|7|2|8|4|3|5,1|6|2|5|8|4|7|3,8|5|1|4|6|7|3|2,3|4|5|8|7|6|1|2,38.85180664,-94.7786026,-1
R_b31rQ0K0t6bPoa1,Default Response Set,Anonymous,,,69.140.60.26,0,29/03/16 15:26,29/03/16 15:32,1,AU2NVT51E749C,1,1,0,0,31.331,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States of America,Mexico,Canada,England,France,Germany,Portugal,Sweden,Finland,Poland,Russia,Italy,Peru,Columbia,Brazil,Uruguay,Japan,China,,,,,,,,,1,8,8,1,1,2,2,6,4,1,38,Peer prime,Presentation 1,f1|sen03p|f2|sen06n|f3|sen04p|f4|sen07n|f5|sen08n|f6|sen02p|f7|sen01p|f8|sen05n,,Q54|sen1|sen2|sen4|sen7|sen3|sen6|sen5|sen8,7|5|4|6|8|2|1|3,1|2|3|4|5|6|7|8,,7|5|8|6|2|4|1|3,8|2|1|3|5|7|4|6,2|1|3|4|5|6|8|7,5|3|6|4|1|7|8|2,8|2|6|3|1|7|5|4,7|6|2|1|4|5|8|3,39.11480713,-77.24620056,-1
R_1CfIgOayInCeQTP,Default Response Set,Anonymous,,,108.50.206.157,0,29/03/16 15:23,29/03/16 15:32,1,A2SMROLJ39OR74,1,,,,,,1,0,0,213.089,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,colombia ,argentina ,mexico ,costa rica ,panama ,italy ,ireland ,england ,france ,japan ,china ,russia ,germany ,sweden,poland ,,,,,,,,,,,2,1,4,3,5,2,6,8,6,6,1,45,Lead prime,Presentation 1 inverse,,f1|sen07n|f2|sen04p|f3|sen08n|f4|sen02p|f5|sen03p|f6|sen05n|f7|sen06n|f8|sen01p,Q54|sen8|sen7|sen3|sen4|sen2|sen5|sen6|sen1,3|2|5|8|4|7|1|6,1|2|3|4|5|6|7|8,8|7|3|2|6|1|5|4,8|6|3|7|5|4|2|1,6|4|5|2|1|3|8|7,2|8|1|5|4|7|6|3,8|6|4|7|3|2|5|1,8|4|5|3|7|2|6|1,8|3|2|1|7|4|6|5,40.69320679,-74.22940063,-1
R_ezc0ZzroggQRWAJ,Default Response Set,Anonymous,,,23.246.76.178,0,29/03/16 15:24,29/03/16 15:32,1,A1TSVP4XC9NTR4,1,,,,,,1,68.4,68.4,81.739,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,France,Italy,Germany,Switzerland,,,,,,,,,,,,,,,,,,,,,3,1,7,6,6,3,5,8,2,2,1,45,Lead prime,Presentation 1,f1|sen03p|f2|sen08n|f3|sen04p|f4|sen05n|f5|sen07n|f6|sen02p|f7|sen01p|f8|sen06n,,Q54|sen3|sen1|sen4|sen6|sen7|sen8|sen2|sen5,8|3|1|7|2|5|4|6,1|2|3|4|5|6|7|8,5|8|2|6|4|3|7|1,5|8|3|1|7|6|4|2,8|1|2|3|5|4|7|6,4|8|3|7|1|2|5|6,6|8|2|4|5|1|7|3,8|5|3|7|4|6|2|1,1|4|8|2|6|7|5|3,40.78050232,-73.95120239,-1
R_bw14Jp4bHT6WoFD,Default Response Set,Anonymous,,,97.125.195.71,0,29/03/16 15:26,29/03/16 15:32,1,A195YJT3JA90O9,1,,,,,,1,8.593,8.593,62.043,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Chile,England,Spain,Italy,China,Japan,Russia,Isreal,Sweden,Denmark,Portugal,Brazil,Australia,Ireland,France,Germany,Argentina,Columbia,Venezuela,,,,4,1,3,8,5,4,8,1,3,2,1,29,Lead prime,Presentation 1 inverse,,f1|sen08n|f2|sen03p|f3|sen05n|f4|sen04p|f5|sen01p|f6|sen07n|f7|sen06n|f8|sen02p,Q54|sen3|sen7|sen1|sen8|sen6|sen4|sen5|sen2,5|2|3|7|1|6|8|4,1|2|3|4|5|6|7|8,2|7|5|6|4|8|1|3,7|4|5|3|2|8|6|1,6|3|5|1|4|7|8|2,5|6|8|4|7|2|1|3,7|5|6|4|1|8|3|2,2|7|4|3|8|1|6|5,4|5|3|6|2|1|8|7,41.61390686,-93.78549957,-1
R_4U6kTTDlbyotjDf,Default Response Set,Anonymous,,,68.42.244.36,0,29/03/16 15:25,29/03/16 15:33,1,A1BDZFVHI4LH44,1,,,,,,1,12.904,14.034,35.367,2,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,5,3,6,1,8,1,25,Lead prime,Presentation 1 inverse,,f1|sen05n|f2|sen03p|f3|sen07n|f4|sen01p|f5|sen04p|f6|sen08n|f7|sen06n|f8|sen02p,Q54|sen8|sen1|sen2|sen4|sen3|sen7|sen6|sen5,6|3|2|1|5|8|7|4,1|2|3|4|5|6|7|8,3|6|2|7|4|5|1|8,2|4|7|5|6|1|8|3,4|5|6|3|1|7|8|2,8|6|1|2|7|4|5|3,7|5|2|1|4|6|8|3,3|4|7|8|5|6|2|1,1|2|4|6|7|3|5|8,42.42500305,-83.37439728,-1
R_b8IWz1eun2lXdSB,Default Response Set,Anonymous,,,98.242.255.44,0,29/03/16 15:27,29/03/16 15:33,1,A2541C8MY0BYV3,1,,,,,,1,11.118,11.118,81.724,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,5,5,2,6,6,1,5,1,28,Lead prime,Presentation 1 inverse,,f1|sen07n|f2|sen02p|f3|sen06n|f4|sen04p|f5|sen03p|f6|sen05n|f7|sen08n|f8|sen01p,Q54|sen7|sen5|sen3|sen8|sen6|sen1|sen2|sen4,2|4|3|7|8|1|6|5,1|2|3|4|5|6|7|8,8|2|4|5|7|6|1|3,5|2|4|6|3|1|7|8,5|4|7|1|2|8|6|3,8|3|6|2|1|4|5|7,4|2|7|8|5|3|6|1,8|4|5|3|7|1|6|2,6|7|8|3|4|2|1|5,25.98249817,-80.34339905,-1
R_eLkgByBtb7qcESh,Default Response Set,Anonymous,,,50.153.161.67,0,29/03/16 15:27,29/03/16 15:33,1,A3527QDVIOHI8E,1,1,0,0,48.392,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,England,Germany,France,Italy,Russia,Spain,Ireland,Wales,Canada,Iran,Iraq,Syria,Norway,Iceland,Greenland,South Kor,,,,,,,,,1,1,6,4,7,8,5,2,4,1,24,Peer prime,Presentation 1,f1|sen01p|f2|sen07n|f3|sen03p|f4|sen08n|f5|sen06n|f6|sen02p|f7|sen04p|f8|sen05n,,Q54|sen1|sen5|sen7|sen3|sen4|sen2|sen8|sen6,4|1|3|8|7|2|5|6,1|2|3|4|5|6|7|8,,5|6|7|1|8|3|4|2,8|3|4|1|5|6|2|7,7|1|6|8|2|5|4|3,7|2|5|3|6|4|8|1,1|6|8|7|2|4|3|5,3|4|1|5|2|8|6|7,33.74899292,-84.27510071,-1
R_50SVERSSoZI5YTH,Default Response Set,Anonymous,,,173.75.21.17,0,29/03/16 15:28,29/03/16 15:33,1,A3B47P7LDVNMCD,1,1,0,0,33.624,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,Canada,Cuba,Costa Rica,Venezuela,Brazil,Colombia,Guatemala,Bolivia,Uruguay,Paraguay,Chile,Peru,Bermuda,United Kingdom,Ireland,France,Germany,,,,,,,,1,1,3,6,4,3,2,8,5,2,33,Peer prime,Presentation 1,f1|sen01p|f2|sen08n|f3|sen02p|f4|sen05n|f5|sen06n|f6|sen03p|f7|sen04p|f8|sen07n,,Q54|sen5|sen4|sen6|sen1|sen2|sen7|sen3|sen8,3|2|7|6|5|8|1|4,1|2|3|4|5|6|7|8,,4|1|2|8|5|3|7|6,8|4|7|6|3|5|1|2,8|7|6|1|5|3|4|2,7|8|2|4|5|6|3|1,4|6|5|2|1|7|8|3,3|6|5|8|4|1|2|7,40.43099976,-79.92269897,-1
R_8xfTgCoCam0OM61,Default Response Set,Anonymous,,,75.136.160.128,0,29/03/16 15:27,29/03/16 15:33,1,A3H0XGON3XVK12,1,1,0,0,30.911,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Italy,China,Japan,,,,,,,,,,,,,,,,,,,,,1,4,6,7,2,8,3,1,7,1,30,Peer prime,Presentation 1,f1|sen03p|f2|sen08n|f3|sen04p|f4|sen06n|f5|sen07n|f6|sen01p|f7|sen02p|f8|sen05n,,Q54|sen5|sen1|sen2|sen4|sen6|sen8|sen7|sen3,3|1|7|2|8|6|4|5,1|2|3|4|5|6|7|8,,7|8|5|1|3|2|4|6,5|8|7|6|2|1|4|3,1|5|6|4|3|8|2|7,5|1|8|2|6|3|4|7,1|3|7|2|4|5|6|8,6|7|5|1|4|3|8|2,36.24429321,-85.54260254,-1
R_aeEIhh6ccve5CwR,Default Response Set,Anonymous,,,98.91.2.253,0,29/03/16 15:27,29/03/16 15:33,1,AVQGY7FCU80XP,1,1,0,0,42.025,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,australia,austria,iceland,france,england,scotland,germany,spain,portugal,switzerland ,poland,sweden,norway,finland,be,,,,,,,,,,,,1,1,6,7,3,2,4,2,8,1,39,Peer prime,Presentation 1,f1|sen02p|f2|sen05n|f3|sen03p|f4|sen06n|f5|sen07n|f6|sen01p|f7|sen04p|f8|sen08n,,Q54|sen7|sen3|sen2|sen8|sen5|sen6|sen4|sen1,6|5|7|4|8|3|2|1,1|2|3|4|5|6|7|8,,6|7|3|8|1|2|4|5,3|5|1|6|2|7|4|8,1|4|8|2|7|5|3|6,2|1|6|8|3|4|7|5,4|8|7|3|1|5|6|2,8|3|7|6|2|5|4|1,32.98779297,-80.00569916,-1
R_9z3aq9YYVlJ6Q9D,Default Response Set,Anonymous,,,172.7.203.56,0,29/03/16 15:26,29/03/16 15:33,1,A1MADOUB1BA0A5,1,,,,,,1,15.643,15.643,31.088,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,England,France,Germany,Spain,Sweden,Denmark,,,,,,,,,,,,,,,,,3,1,1,7,5,3,2,4,5,4,1,36,Lead prime,Presentation 1,f1|sen01p|f2|sen05n|f3|sen04p|f4|sen06n|f5|sen07n|f6|sen03p|f7|sen02p|f8|sen08n,,Q54|sen2|sen7|sen5|sen3|sen8|sen6|sen4|sen1,1|8|2|4|7|3|6|5,1|2|3|4|5|6|7|8,5|7|4|8|1|6|3|2,8|6|1|4|7|5|2|3,5|8|4|1|7|2|6|3,6|5|1|4|2|3|8|7,1|7|8|6|5|3|4|2,5|1|4|6|7|8|2|3,1|5|8|7|4|3|2|6,33.95170593,-118.2956009,-1
R_bapT5Co4Qnw7JAh,Default Response Set,Anonymous,,,206.57.228.43,0,29/03/16 15:27,29/03/16 15:33,1,A31OXALMWB83OU,1,,,,,,1,0,0,44.827,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,argentina,CHINA,japan,iran,iraq,germ,,,,,,,,,,,,,,,,,,,4,1,4,2,6,5,7,1,8,8,1,31,Lead prime,Presentation 1 inverse,,f1|sen06n|f2|sen02p|f3|sen08n|f4|sen01p|f5|sen04p|f6|sen07n|f7|sen05n|f8|sen03p,Q54|sen5|sen2|sen3|sen4|sen7|sen6|sen1|sen8,5|2|6|1|3|7|4|8,1|2|3|4|5|6|7|8,5|4|1|7|6|8|3|2,7|2|3|8|6|4|1|5,7|5|3|4|1|8|2|6,7|2|1|4|3|8|5|6,3|1|5|7|4|2|6|8,5|6|2|1|8|3|7|4,4|7|6|3|8|1|5|2,42.33140564,-83.04570007,-1
R_4VDQsynCh4v0yd7,Default Response Set,Anonymous,,,173.216.96.224,0,29/03/16 15:26,29/03/16 15:34,1,A10LGIY5HFYMZM,1,1,0,0,139.51,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,uk,africa,russia,china,japan,egypt,syria,israel,peru,chil,,,,,,,,,,,,,,,,1,6,7,7,1,3,8,5,5,1,56,Peer prime,Presentation 1,f1|sen04p|f2|sen07n|f3|sen03p|f4|sen05n|f5|sen08n|f6|sen02p|f7|sen01p|f8|sen06n,,Q54|sen4|sen8|sen6|sen1|sen3|sen2|sen5|sen7,1|6|2|4|7|8|5|3,1|2|3|4|5|6|7|8,,5|4|7|8|3|1|2|6,2|7|5|6|8|1|3|4,5|1|6|7|2|8|4|3,6|5|7|8|2|3|4|1,6|2|5|8|3|4|1|7,2|3|8|7|5|6|1|4,35.7881012,-91.64579773,-1
R_4HqCr6e7rIHRn9j,Default Response Set,Anonymous,,,24.33.78.134,0,29/03/16 15:28,29/03/16 15:34,1,ANVAFB99K5RKP,1,1,0,0,90.354,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,France,England,Ireland,Spain,Portugal,China,Japan,India,Russia,Ukraine,Sweden,Switzerland,Egypt,South Africa,Iran,Iraq,Syria,Saudi Arabia,Pakistan,Paraguay,Uruguay,Brazil,,1,1,6,2,7,4,5,1,8,2,28,Peer prime,Presentation 1,f1|sen01p|f2|sen07n|f3|sen03p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen04p|f8|sen08n,,Q54|sen1|sen4|sen2|sen5|sen3|sen6|sen8|sen7,4|7|1|8|2|6|3|5,1|2|3|4|5|6|7|8,,2|5|4|8|3|6|1|7,6|7|4|2|1|3|8|5,3|8|7|2|1|4|6|5,8|2|6|4|5|7|1|3,7|8|1|5|6|4|2|3,7|3|1|4|8|5|6|2,39.47920227,-84.71299744,-1
R_8owvak71rHpjQjz,Default Response Set,Anonymous,,,71.194.60.137,0,29/03/16 15:23,29/03/16 15:34,1,A2XM6C78S9L8UG,1,,,,,,1,36.134,36.134,39.194,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Mexico,Guatemala,Belize,El Salvador,Honduras,Nicaragua,Costa Rica,Panama,Colombia,Peru,Bolivia,Argentina,Brazil,Canada,Iceland,UK,Ireland,,,,,,,,,5,1,4,2,7,5,1,1,3,7,1,42,Lead prime,Presentation 1 inverse,,f1|sen05n|f2|sen02p|f3|sen07n|f4|sen04p|f5|sen03p|f6|sen06n|f7|sen08n|f8|sen01p,Q54|sen4|sen5|sen1|sen7|sen6|sen2|sen3|sen8,3|2|7|8|4|5|1|6,1|2|3|4|5|6|7|8,3|6|8|2|5|1|7|4,1|7|4|2|6|8|5|3,6|2|8|5|4|7|3|1,4|3|7|6|5|2|8|1,2|7|6|8|1|3|4|5,7|1|5|8|4|2|6|3,6|5|8|2|3|4|1|7,41.97590637,-87.70159912,-1
