ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02n,f3,sen03p,f4,sen04n,f5,sen05n,f6,sen06p,f7,sen07p,f8,sen08n,f1,sen09n,f2,sen10p,f3,sen11n,f4,sen12p,f5,sen13p,f6,sen14n,f7,sen15n,f8,sen16p,f1,sen17p,f2,sen18n,f3,sen19p,f4,sen20n,f5,sen21n,f6,sen22p,f7,sen23p,f8,sen24n,f1,sen25n,f2,sen26p,f3,sen27n,f4,sen28p,f5,sen29p,f6,sen30n,f7,sen31n,f8,sen32p,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9,sen10,sen11,sen12,sen13,sen14,sen15,sen16,sen17,sen18,sen19,sen20,sen21,sen22,sen23,sen24,sen25,sen26,sen27,sen28,sen29,sen30,sen31,sen32,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Presentation2,DO-BL-Presentation2inverse,DO-BL-Recall1,DO-BL-Recall1inverse,DO-BL-Recall2,DO-BL-Recall2inverse,DO-BL-Team,DO-BL-Competence,DO-Q-sen1,DO-Q-sen2,DO-Q-sen26,DO-Q-sen18,DO-Q-sen31,DO-Q-sen23,DO-Q-sen9,DO-Q-sen5,DO-Q-sen13,DO-Q-sen15,DO-Q-sen7,DO-Q-sen25,DO-Q-sen17,DO-Q-sen10,DO-Q-sen20,DO-Q-sen28,DO-Q-sen3,DO-Q-sen11,DO-Q-sen19,DO-Q-sen27,DO-Q-sen8,DO-Q-sen16,DO-Q-sen4,DO-Q-sen12,DO-Q-sen21,DO-Q-sen14,DO-Q-sen29,DO-Q-sen6,DO-Q-sen30,DO-Q-sen22,DO-Q-sen24,DO-Q-sen32,LocationLatitude,LocationLongitude,LocationAccuracy
R_6xNZqAivpwMqsJv,Default Response Set,Anonymous,,,50.0.158.246,0,2/23/2016 18:43,2/23/2016 18:49,1,96729,A3JU7ESQF8NS56,1,1,0,0,47.906,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Argentina,China,Russia,Spain,France,India,Pakistan,Belgium,United Kingdoms,Ireland,Germany,Italy,Brazil,,,,,,,,,,,,,,,,,,7,2,4,2,8,6,5,3,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,1,6,6,6,6,6,6,6,6,1,29,Presentation 1 inverse,Team|Competence,,f1|sen09n|f2|sen12p|f3|sen11n|f4|sen10p|f5|sen16p|f6|sen14n|f7|sen15n|f8|sen13p,,,,sen10|sen14|sen13|sen11|sen16|sen12|sen9|sen15,,,team_inst|team4|team6|team3|team8|team7|team2|team5|team1,Q140|comp3|comp8|comp2|comp7|comp5|comp4|comp6|comp1,,,,,,,1|2|3|4|5|6|7|8,,6|8|1|5|3|4|7|2,7|1|5|4|8|6|3|2,,,,5|8|6|4|3|2|7|1,,,,3|6|8|1|4|7|2|5,,,,5|2|8|7|6|3|4|1,,5|3|1|8|2|4|7|6,,5|6|7|1|4|3|2|8,,,,,,,37.76069641,-122.4841995,-1
R_bBpm2D1DG8kR7ff,Default Response Set,Anonymous,,,74.11.38.118,0,2/23/2016 18:41,2/23/2016 18:49,1,81978,A3FUE8NT14U4RO,1,1,0,0,83.452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Bangladesh,India ,Pakistan,United States,Jamaica,China,Brazil,Chile,Germany,Russia,Syria,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,4,4,4,8,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,2,39,Presentation 2 inverse,Team|Competence,,,,f1|sen25n|f2|sen28p|f3|sen27n|f4|sen29p|f5|sen32p|f6|sen31n|f7|sen30n|f8|sen26p,,,,sen25|sen28|sen29|sen27|sen26|sen31|sen32|sen30,team_inst|team5|team6|team8|team7|team3|team1|team2|team4,Q140|comp4|comp2|comp7|comp3|comp1|comp6|comp5|comp8,,,1|8|3|6|5|7|2|4,,7|2|8|4|1|5|6|3,,,,,,,1|2|3|4|5|6|7|8,,,,7|3|6|8|2|1|4|5,,,,5|3|4|7|2|8|6|1,,,,,,,3|6|2|1|4|5|7|8,,7|6|8|4|1|3|5|2,,,6|2|8|7|3|5|1|4,36.00790405,-80.36969757,-1
R_9z3wXNXjv5PWgWp,Default Response Set,Anonymous,,,68.47.162.168,0,2/23/2016 18:42,2/23/2016 18:49,1,45923,A26D4H8UHMF9DZ,1,1,0,0,86.791,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usa,canada,south america,italy,sweeden,germany,spain,france,norway,china,,,,,,,,,,,,,,,,3,3,8,2,3,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,38,Presentation 1,Competence|Team,f1|sen01p|f2|sen04n|f3|sen03p|f4|sen08n|f5|sen05n|f6|sen06p|f7|sen07p|f8|sen02n,,,,sen8|sen3|sen2|sen7|sen1|sen4|sen5|sen6,,,,team_inst|team2|team8|team1|team7|team5|team3|team4|team6,Q140|comp4|comp2|comp8|comp1|comp7|comp3|comp6|comp5,1|2|3|4|5|6|7|8,6|2|1|8|7|4|5|3,,,,,,4|2|6|3|1|7|5|8,,,5|6|7|2|1|8|4|3,,,,,,6|3|5|7|4|8|1|2,,,,4|5|6|2|8|1|3|7,,2|8|7|5|1|4|6|3,,,,,6|5|8|7|1|4|3|2,,,,,35.95930481,-86.54199982,-1
R_1GNFBHGF3Bzg1xj,Default Response Set,Anonymous,,,24.27.67.169,0,2/23/2016 18:42,2/23/2016 18:49,1,55951,A25D66AC4QUW2U,1,1,0,0,61.741,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,London,Indonesia,Malaysia,Singapore,Japan,Mexico,Brasil,Peru,Venenzuela,South Africa,Mali,Somalia,Nigeria,Irak,Syria,,,,,,,,,,,,,,,,,,3,3,3,8,6,6,3,3,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,2,58,Presentation 1 inverse,Competence|Team,,f1|sen09n|f2|sen16p|f3|sen14n|f4|sen10p|f5|sen13p|f6|sen15n|f7|sen11n|f8|sen12p,,,,sen11|sen12|sen16|sen13|sen15|sen9|sen14|sen10,,,team_inst|team3|team6|team5|team4|team1|team7|team8|team2,Q140|comp2|comp4|comp1|comp6|comp3|comp5|comp7|comp8,,,,,,,1|2|3|4|5|6|7|8,,3|7|5|8|2|6|4|1,6|8|7|3|1|4|2|5,,,,1|2|8|4|7|5|6|3,,,,7|2|1|3|6|8|5|4,,,,4|2|6|5|3|7|1|8,,5|7|2|1|6|8|4|3,,5|4|1|8|3|6|7|2,,,,,,,33.01620483,-96.53820038,-1
R_1SOCbBcdgg9JnKZ,Default Response Set,Anonymous,,,174.124.143.55,0,2/23/2016 18:43,2/23/2016 18:49,1,74709,A21LUBPHI4SMNU,1,1,0,0,37.976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,france,spain,england,chile,brazil,portugal,japan,china,vietnam,russia,greece,turkey,hungary,ireland,scotland,wales,thailand,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,1,6,6,1,5,,,,,,,,,1,5,3,4,6,5,6,3,5,1,7,3,4,6,5,4,5,5,2,20,Presentation 2,Team|Competence,,,f1|sen23p|f2|sen20n|f3|sen17p|f4|sen18n|f5|sen21n|f6|sen19p|f7|sen22p|f8|sen24n,,,,sen19|sen20|sen23|sen22|sen21|sen18|sen17|sen24,,team_inst|team8|team6|team4|team5|team1|team2|team3|team7,Q140|comp4|comp5|comp3|comp1|comp8|comp6|comp2|comp7,,,,4|7|6|3|1|5|8|2,,4|5|1|7|6|2|3|8,,,,,,,1|2|3|4|5|6|7|8,,6|2|1|5|4|3|8|7,,,,8|6|7|2|1|4|5|3,,,,,,3|1|8|5|7|2|6|4,,,,,7|3|8|1|5|6|4|2,1|5|6|7|3|8|2|4,,44.56340027,-87.71140289,-1
R_6Qq9qBEulfwmZrT,Default Response Set,Anonymous,,,216.9.180.108,0,2/23/2016 18:41,2/23/2016 18:49,1,59238,A279YSE7NB16M0,1,1,0,0,104.335,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us,mexico,uk,canada,france,spain,italy,russia,china,japan,syria,iraq,iran,costa rica,colum,,,,,,,,,,,7,2,8,3,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,34,Presentation 1,Competence|Team,f1|sen01p|f2|sen04n|f3|sen03p|f4|sen02n|f5|sen08n|f6|sen06p|f7|sen07p|f8|sen05n,,,,sen3|sen4|sen6|sen5|sen1|sen8|sen7|sen2,,,,team_inst|team4|team7|team5|team6|team1|team3|team2|team8,Q140|comp7|comp3|comp6|comp1|comp4|comp8|comp5|comp2,1|2|3|4|5|6|7|8,2|4|3|7|8|6|1|5,,,,,,3|6|4|5|7|8|2|1,,,7|5|1|3|6|4|2|8,,,,,,6|1|7|5|8|3|4|2,,,,6|7|2|8|1|4|5|3,,2|7|3|8|6|4|5|1,,,,,1|5|8|4|3|7|2|6,,,,,33.05810547,-112.0475998,-1
R_0pv9eKag26V2LL7,Default Response Set,Anonymous,,,152.19.48.194,0,2/23/2016 18:44,2/23/2016 18:49,1,54157,A1HHW2PWL27C36,1,1,38.794,38.794,39.213,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Guatemala,Costa Rica,Greenland,Iceland,Trinidad ,Tobago,Dominican Republic,Brazil,Argentina,Madagascar,Egypt,Kenya,Great Britain,Ireland,France,Spain,Italy,Russia,China,Japan,Malaysia,Viet,,,,,,,,,1,3,7,3,8,8,4,8,,,,,,,,,,,,,,,,,1,6,6,7,6,6,6,7,7,1,5,5,7,6,6,6,6,6,2,28,Presentation 1 inverse,Competence|Team,,f1|sen09n|f2|sen10p|f3|sen11n|f4|sen16p|f5|sen12p|f6|sen15n|f7|sen14n|f8|sen13p,,,,sen15|sen11|sen16|sen10|sen14|sen13|sen12|sen9,,,team_inst|team6|team4|team2|team3|team8|team1|team5|team7,Q140|comp7|comp4|comp1|comp3|comp6|comp2|comp5|comp8,,,,,,,1|2|3|4|5|6|7|8,,7|2|8|5|3|1|6|4,3|7|2|4|5|1|8|6,,,,5|6|3|7|1|4|2|8,,,,8|6|1|2|3|5|7|4,,,,3|2|6|4|7|5|1|8,,2|4|7|6|1|5|8|3,,7|6|2|8|1|3|5|4,,,,,,,36.05250549,-79.10769653,-1
R_e4CjfMlnjCj2G4B,Default Response Set,Anonymous,,,71.90.149.208,0,2/23/2016 18:42,2/23/2016 18:49,1,20606,A10DEO061A6L3O,1,1,17.865,67.552,69.726,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Ecuador,South Africa,England,Ireland,Spain,Germany,Austria,Norway,Findland,Sweden,Switzerland,Chile,Argentina,Panama,Cuba,Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,3,5,4,1,8,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,40,Presentation 2 inverse,Team|Competence,,,,f1|sen31n|f2|sen28p|f3|sen25n|f4|sen29p|f5|sen26p|f6|sen27n|f7|sen30n|f8|sen32p,,,,sen25|sen32|sen27|sen31|sen30|sen28|sen29|sen26,team_inst|team2|team1|team6|team4|team8|team7|team5|team3,Q140|comp6|comp2|comp8|comp5|comp4|comp1|comp7|comp3,,,7|3|4|6|8|1|5|2,,2|3|1|7|4|8|5|6,,,,,,,1|2|3|4|5|6|7|8,,,,7|8|5|1|4|2|6|3,,,,1|4|7|2|8|3|6|5,,,,,,,7|3|8|1|5|6|4|2,,8|3|7|5|4|6|1|2,,,5|7|6|1|3|8|2|4,42.77049255,-83.74669647,-1
R_ebKzcpkv90T0Omp,Default Response Set,Anonymous,,,108.73.39.136,0,2/23/2016 18:43,2/23/2016 18:50,1,42076,A2WLGVXAVT2XTR,1,1,3.857,16.725,88.211,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Mexico,Canada,Honduras,Columbia,El Salvador,Brazil,Argentina,Chile,Peru,Nicaragua,Columbia,Britain,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,2,8,4,3,5,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,60,Presentation 2,Competence|Team,,,f1|sen22p|f2|sen20n|f3|sen17p|f4|sen24n|f5|sen21n|f6|sen19p|f7|sen23p|f8|sen18n,,,,sen19|sen18|sen21|sen23|sen17|sen20|sen22|sen24,,team_inst|team2|team3|team4|team7|team6|team1|team8|team5,Q140|comp6|comp8|comp7|comp4|comp1|comp2|comp3|comp5,,,,5|8|1|4|7|2|6|3,,2|7|5|6|3|4|8|1,,,,,,,1|2|3|4|5|6|7|8,,1|4|6|2|3|7|5|8,,,,6|2|5|3|7|8|4|1,,,,,,7|5|1|4|6|2|8|3,,,,,5|3|1|7|4|8|6|2,1|3|8|2|7|6|5|4,,29.27589417,-94.83110046,-1
R_ezFFSdyuPT46KQB,Default Response Set,Anonymous,,,69.179.150.174,0,2/23/2016 18:41,2/23/2016 18:50,1,87127,A5YVMQWA2IYPF,1,1,0,0,108.925,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America,Brazil,china,europe,canada,mexico,alatr,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2,8,3,3,6,5,,,,,,,,,,,,,,,,,1,5,6,4,4,4,2,5,5,1,5,6,5,4,5,3,4,5,1,38,Presentation 1 inverse,Team|Competence,,f1|sen11n|f2|sen13p|f3|sen14n|f4|sen12p|f5|sen16p|f6|sen15n|f7|sen09n|f8|sen10p,,,,sen15|sen10|sen12|sen13|sen14|sen11|sen16|sen9,,,team_inst|team8|team2|team7|team3|team4|team6|team1|team5,Q140|comp5|comp2|comp8|comp6|comp4|comp7|comp1|comp3,,,,,,,1|2|3|4|5|6|7|8,,8|2|5|4|6|7|1|3,2|7|6|1|8|4|3|5,,,,5|2|1|4|8|3|6|7,,,,4|8|1|7|2|3|5|6,,,,8|6|2|7|5|3|4|1,,2|8|4|6|5|7|3|1,,8|1|3|5|2|4|6|7,,,,,,,38.80220032,-90.6269989,-1
R_bEnqBXb8Lz1roe9,Default Response Set,Anonymous,,,71.13.8.186,0,2/23/2016 18:43,2/23/2016 18:50,1,11205,A2XU1TSQD45EB4,1,1,2.812,58.308,62.036,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,canada,mexico,china,russia,iran,iraq,austrialia,austria,turkey,france,england,germany,poland,south africa,new zealand,hong kong,vietnam,south korea,north korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,8,5,6,3,5,1,4,5,4,4,6,4,3,5,1,3,6,4,3,6,3,2,6,1,29,Presentation 2 inverse,Competence|Team,,,,f1|sen30n|f2|sen26p|f3|sen31n|f4|sen29p|f5|sen32p|f6|sen25n|f7|sen27n|f8|sen28p,,,,sen26|sen28|sen25|sen30|sen31|sen27|sen29|sen32,team_inst|team4|team5|team1|team6|team8|team7|team2|team3,Q140|comp7|comp2|comp1|comp8|comp3|comp4|comp6|comp5,,,5|4|3|8|6|2|1|7,,4|3|7|8|1|5|2|6,,,,,,,1|2|3|4|5|6|7|8,,,,7|6|8|5|3|2|1|4,,,,3|5|1|2|8|4|7|6,,,,,,,8|6|5|1|7|4|3|2,,8|7|2|6|3|4|5|1,,,7|5|1|3|2|4|8|6,43.06390381,-89.3144989,-1
R_0k4hNeOjlqfqCBT,Default Response Set,Anonymous,,,205.172.173.250,0,2/23/2016 18:43,2/23/2016 18:50,1,93279,A1JH50STB9BOB6,1,1,6.249,6.249,55.266,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Peru,Colombia,Guana,Japan,France,United Kingdom,Ireland,Sweden,Denmark,Germany,Italy,Spain,Turkey,,,,,,,,,,,,,,,,,,1,2,7,5,8,6,3,4,,,,,,,,,,,,,,,,,1,6,7,5,6,7,5,7,5,1,6,6,5,6,6,5,6,5,1,62,Presentation 1 inverse,Competence|Team,,f1|sen09n|f2|sen10p|f3|sen15n|f4|sen16p|f5|sen12p|f6|sen14n|f7|sen11n|f8|sen13p,,,,sen11|sen9|sen13|sen16|sen15|sen14|sen12|sen10,,,team_inst|team8|team4|team2|team3|team6|team1|team5|team7,Q140|comp8|comp7|comp3|comp5|comp6|comp4|comp1|comp2,,,,,,,1|2|3|4|5|6|7|8,,2|5|4|8|3|1|7|6,3|8|1|2|5|7|6|4,,,,6|5|2|8|4|7|3|1,,,,5|3|6|4|1|7|2|8,,,,5|1|6|7|2|3|4|8,,7|5|3|8|4|2|1|6,,6|1|2|4|8|5|3|7,,,,,,,28.08360291,-80.60810089,-1
R_0rdNlcpoXPGLYgd,Default Response Set,Anonymous,,,99.51.13.60,0,2/23/2016 18:44,2/23/2016 18:50,1,65887,A258MR1IS96JEP,1,1,0,0,47.884,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,8,3,5,7,4,5,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,3,3,1,4,4,4,4,4,4,4,4,1,31,Presentation 1 inverse,Team|Competence,,f1|sen15n|f2|sen12p|f3|sen11n|f4|sen10p|f5|sen13p|f6|sen09n|f7|sen14n|f8|sen16p,,,,sen11|sen13|sen12|sen16|sen15|sen10|sen14|sen9,,,team_inst|team1|team6|team5|team7|team3|team2|team4|team8,Q140|comp7|comp1|comp5|comp3|comp8|comp2|comp4|comp6,,,,,,,1|2|3|4|5|6|7|8,,5|7|2|8|4|6|3|1,5|8|3|1|7|6|4|2,,,,2|1|6|4|8|3|5|7,,,,2|4|3|7|5|8|6|1,,,,7|2|6|3|5|1|8|4,,7|1|3|5|6|2|8|4,,1|3|8|2|5|7|4|6,,,,,,,42.26829529,-85.61669922,-1
R_1Y6LmGsvQvnJvWR,Default Response Set,Anonymous,,,69.247.184.219,0,2/23/2016 18:44,2/23/2016 18:50,1,73095,A2S4YDJ9UGAXFQ,1,1,4.974,13.797,45.628,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,UK,France,Germany,Finland,Norway,Peru,Chile,Canada,Mexico,China,Japan,Mongolia,Russia,Croatia,Brazil,Argentina,Columbia,Cub,,,,,,,,,,,,,,,,,,,,,,,4,5,6,4,7,1,8,2,,,,,,,,,1,7,7,6,6,7,7,6,7,1,7,7,7,6,7,6,6,7,1,25,Presentation 2,Competence|Team,,,f1|sen22p|f2|sen24n|f3|sen17p|f4|sen20n|f5|sen18n|f6|sen19p|f7|sen23p|f8|sen21n,,,,sen24|sen21|sen19|sen17|sen20|sen23|sen18|sen22,,team_inst|team6|team8|team1|team4|team5|team7|team2|team3,Q140|comp4|comp1|comp8|comp7|comp2|comp6|comp5|comp3,,,,3|7|2|6|4|1|8|5,,6|5|4|1|7|2|8|3,,,,,,,1|2|3|4|5|6|7|8,,8|5|7|4|3|6|2|1,,,,4|8|7|5|3|2|6|1,,,,,,3|4|2|1|5|8|6|7,,,,,2|6|1|5|8|4|3|7,1|4|2|6|7|3|8|5,,32.59790039,-92.02349854,-1
R_6K9C2pTBJcPpw9f,Default Response Set,Anonymous,,,73.11.56.64,0,2/23/2016 18:42,2/23/2016 18:50,1,48995,A3UNS38BYD3OQR,1,1,0,0,106.261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Costa Rica,Brazil,Italy,Spain,Finland,Sweden,Austria,Germany,China,North Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2,3,6,1,6,5,,,,,,,,,1,3,6,5,5,7,6,4,5,1,5,6,6,5,4,6,5,7,1,37,Presentation 2,Competence|Team,,,f1|sen17p|f2|sen18n|f3|sen19p|f4|sen24n|f5|sen21n|f6|sen23p|f7|sen22p|f8|sen20n,,,,sen22|sen18|sen20|sen21|sen24|sen23|sen19|sen17,,team_inst|team7|team8|team2|team4|team6|team5|team3|team1,Q140|comp6|comp4|comp8|comp3|comp7|comp2|comp5|comp1,,,,6|4|8|1|5|3|7|2,,6|7|2|8|5|1|4|3,,,,,,,1|2|3|4|5|6|7|8,,1|3|5|7|4|6|2|8,,,,6|1|2|7|3|8|5|4,,,,,,8|3|1|2|5|7|4|6,,,,,4|2|1|3|5|6|7|8,6|3|5|4|7|2|8|1,,45.48179626,-122.6004944,-1
R_4N5O2MWeVbdRAnX,Default Response Set,Anonymous,,,72.175.125.199,0,2/23/2016 18:42,2/23/2016 18:50,1,57874,AD368A1RHHRC3,1,1,0,0,50.816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Turkey,Afghanistan,Italy,France,Germany,Belgium,United Kingdom,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,6,2,8,3,7,4,,,,,,,,,1,6,5,6,5,7,6,6,6,1,5,5,6,6,6,6,6,6,2,68,Presentation 2,Competence|Team,,,f1|sen23p|f2|sen20n|f3|sen17p|f4|sen24n|f5|sen18n|f6|sen22p|f7|sen19p|f8|sen21n,,,,sen24|sen19|sen18|sen22|sen17|sen23|sen21|sen20,,team_inst|team5|team8|team1|team7|team3|team4|team6|team2,Q140|comp6|comp7|comp8|comp2|comp3|comp1|comp5|comp4,,,,3|4|1|2|7|6|8|5,,3|7|4|2|8|6|5|1,,,,,,,1|2|3|4|5|6|7|8,,5|6|7|4|8|1|2|3,,,,2|6|8|1|7|4|5|3,,,,,,2|7|1|8|3|6|4|5,,,,,1|7|8|2|5|6|4|3,5|6|3|2|4|8|7|1,,38.47790527,-105.4555969,-1
R_6FKqcJJHwK99M2x,Default Response Set,Anonymous,,,50.154.120.11,0,2/23/2016 18:41,2/23/2016 18:50,1,51581,A2U3EWDHMY526T,1,1,6.34,12.393,121.855,2,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,france,canada,Iraq,Iran,israel,russia,syria,Italy,cameroon,s,,,,,,,,,,,,,,,4,7,8,6,1,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,6,7,6,7,7,7,1,7,7,7,7,7,7,7,7,1,58,Presentation 1,Team|Competence,f1|sen06p|f2|sen02n|f3|sen07p|f4|sen08n|f5|sen04n|f6|sen03p|f7|sen01p|f8|sen05n,,,,sen4|sen5|sen6|sen1|sen7|sen8|sen3|sen2,,,,team_inst|team1|team3|team6|team8|team2|team5|team7|team4,Q140|comp6|comp1|comp7|comp5|comp3|comp8|comp4|comp2,1|2|3|4|5|6|7|8,5|8|1|3|7|6|4|2,,,,,,8|5|2|7|3|1|4|6,,,4|8|3|7|2|6|1|5,,,,,,6|1|5|2|4|3|8|7,,,,3|2|5|7|6|1|8|4,,1|5|8|7|3|4|6|2,,,,,2|1|4|3|7|6|8|5,,,,,26.60249329,-81.62329865,-1
R_6tBP0heGIWE8r89,Default Response Set,Anonymous,,,66.190.111.121,0,2/23/2016 18:44,2/23/2016 18:50,1,84735,ACJ6NSCIWMUZI,1,1,0,0,43.891,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,africa,south africa,egypt,kenya,nairobi,somalia,china,japan,australia,new zealand,india,pakistan,iraq,iran,chi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,7,8,6,2,8,1,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,1,48,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen29p|f3|sen27n|f4|sen26p|f5|sen28p|f6|sen25n|f7|sen30n|f8|sen32p,,,,sen30|sen32|sen25|sen26|sen27|sen31|sen29|sen28,team_inst|team3|team8|team6|team4|team1|team7|team5|team2,Q140|comp5|comp3|comp7|comp8|comp2|comp1|comp6|comp4,,,1|7|6|3|4|5|8|2,,6|3|2|8|4|5|7|1,,,,,,,1|2|3|4|5|6|7|8,,,,3|1|5|2|8|4|7|6,,,,5|6|2|7|3|4|1|8,,,,,,,8|2|4|6|7|3|5|1,,4|1|8|3|5|6|7|2,,,5|2|7|1|8|6|3|4,32.69090271,-97.26380157,-1
